"gene_accession_id","gene_symbol","mouse_strain","mouse_life_stage","parameter_id","pvalue","parameter_name","analysis_id"
"MGI:2682314","Zc3h4","C57BL","E15.5","HRWLLA_CBC_014_001","0.8175405","Alkaline phosphatase","60s9baw73e7n43l"
"MGI:107576","Sipa1","C57BL","Early adult","IMPC_EMA_024_001","0.785272","Embryo size","60sq29l53j563d1"
"MGI:2143539","Gls2","C57BL","Middle aged adult","IMPC_ECG_004_001","0.4089303","RR","60t3jl4044128q9"
"MGI:1099431","Sptlc1","C57BL","E9.5","ESLIM_015_001_018","0.2536033","Triglyceride","60tjn7kv9i87h48"
"MGI:1925927","Rnf20","C57BL","Early adult","HRWLLA_HEM_036_001","0.9232404","Eosinophil cell count","60u58io91vhqbnr"
"MGI:88439","Cntf","C57BL","Early adult","HRWLLA_OFD_007_001","0.8422729","Whole arena resting time","60v3nyeu8ky727s"
"MGI:3648212","Klhdc7b","C57BL","Late adult","CCP_XRY_060_001","0.5273678","Transitional vertebrae","60wg986a4z24340"
"MGI:1914815","Gramd2b","C57BL","Middle aged adult","IMPC_OFD_013_001","0.7064016","Periphery average speed","60x8fa38578p629"
"MGI:1920723","Iws1","C57BL","E12.5","HRWLLA_HEM_031_001","0.1469957","Lymphocyte differential count","60x9336ek3fz640"
"MGI:1915383","Gcsh","C57BL","Early adult","HRWLLA_CSD_030_001","0.1472171","Tremor","60y12cx6hht0936"
"MGI:3644593","Klhl33","C57BL","Early adult","MGP_PBI_016_001","0.4514142","Monocyte percentage","6103yn3tj786u26"
"MGI:1890127","Plxnc1","C57BL","Early adult","IMPC_OFD_022_001","0.1000004","Percentage center time","610e01k7hw84tdg"
"MGI:2685830","Nsl1","C57BL","E9.5","IMPC_GEL_063_001","0.8667968","Delayed embryonic development","610w027vs6lnhw4"
"MGI:99878","Ppm1a","C57BL","Early adult","IMPC_ABR_004_001","0.8017841","6kHz-evoked ABR Threshold","6113g8sq596387m"
"MGI:2143539","GLS2","C57BL","Early adult","IMPC_GEO_043_002","0.1942705","spina bifida","6116w9cj44y9q81"
"MGI:2442782","Baz2b","C57BL","Early adult","IMPC_XRY_057_001","0.4848892","Kyphosis","611u97i1lw8e5e9"
"MGI:1351869","Pdxk","C58BL","Early adult","IMPC_EYE_017_001","0.5550946","Lens Opacity","611w1r0t83dep04"
"MGI:2445173","Ppig","C57BL","Early adult","MGP_PBI_038_001","0.05918344","Ly6Clow monocyte number","6124398e4g0a866"
"MGI:1914243","Smarcd3","C57BL","Early adult","IMPC_DXA_010_001","0.9307218","Bone Area","6124y4kr2hy65os"
"MGI:3648212","Klhdc7b","C57BL","Middle aged adult","IMPC_DXA_008_001","0.2314907","Lean/Body weight","61255g44nn835b6"
"MGI:1920723","Iws1","C57BL","E9.5","IMPC_CSD_028_001","0.835109","Snout size","612wa2k4v5kj62n"
"MGI:3648212","Klhdc7b","C57BL","Late adult","HRWLLA_HEM_036_001","2.442491e-15","Eosinophil cell count","6131ri1mu87006k"
"MGI:1344333","Mid2","C57BL","Early adult","IMPC_HEM_005_001","0.8394507","Mean cell volume","613286a0eg9ti0y"
"MGI:1913591","Eid3","C57BL","Early adult","JAX_OFD_020_001","0.9439878","Distance travelled - total","6132k20r81m42v4"
"MGI:2441932","Prepl","C57BL","Early adult","IMPC_GPP_002_001","0.716354","Placenta Morphology","6134unva83w55pv"
"MGI:1344333","Mid2","C57BL","Early adult","MGP_CSD_068_001","0.4588433","Vibrissae","613rfx7155dyxm4"
"MGI:1925836","Srbd1","C57BL","E9.5","GMC_906_001_016","0.157","Alpha-amylase","6144y9r4784c5cu"
"MGI:2685335","Mctp2","C57BL","Early adult","ESLIM_013_001_001","0.9046413","Eye","614hj95g8l79w67"
"MGI:1914243","Smarcd3","C57BL","E18.5","HRWLLA_CSD_032_001","0.4429398","Locomotor activity","614vo9zdwa108eq"
"MGI:3644593","Klhl33","C57BL","Early adult","IMPC_OFD_014_001","0.497465","Center distance travelled","6150lqf9xp0r51w"
"MGI:2442782","Baz2b","C57BL","Early adult","IMPC_CBC_018_001","0.1661242","Glucose","6151j706z2dk6vu"
"MGI:3648212","Klhdc7b","C57BL","Middle aged adult","IMPC_CSD_080_001","0.1761744","Head bobbing","61542j7305l35kq"
"MGI:1914815","Gramd2b","C57BL","Middle aged adult","HRWLLA_CSD_036_001","0.1169858","Startle response","6156e824fu5k1ox"
"MGI:1099431","Sptlc1","C57BL","Middle aged adult","IMPC_HEM_031_001","0.8260857","Lymphocyte differential count","615fuwgn21a3g57"
"MGI:1917036","Tprkb","C57BL","E9.5","IMPC_CBC_005_001","0.08228564","Creatinine","615j2236m7d9l5h"
"MGI:1923760","Trappc9","C57BL","early adult","JAX_LDT_005_001","0.5021592","Time mobile dark side","616553kh4pm3du3"
"MGI:1914815","Gramd2b","C57BL","Early adult","HRWLLA_OFD_010_001","0.5650489","Periphery distance travelled","6166z2li3ntu345"
"MGI:1917036","Tprkb","C57BL","E9.5","ESLIM_013_001_003","0.9875663","Left retina","6169k7sj7if33a7"
"MGI:3624119","Clec4a4","C57BL","Early adult","IMPC_FEA_106_001","0.2440691","Difference in Cue Tone and Cue Baseline % Freezing","616f6wv923wl737"
"MGI:1923760","Trappc9","C57BL","Early adult","IMPC_CSD_033_001","0.1229627","Gait","616p3ntwn6cxzif"
"MGI:2682314","Zc3h4","C57BL","E9.5","IMPC_DXA_004_001","0.2088529","Bone Mineral Density (excluding skull)","616qf669p3nf21k"
"MGI:88587","Cyp19a1","C57BL","Late adult","IMPC_GRS_011_001","0.1027156","Forelimb and hindlimb grip strength normalised against body weight","616r9sk37h75ezg"
"MGI:1915926","Dusp22","C57BL","Early adult","IMPC_HEM_033_001","0.05140209","Monocyte differential count","617182gu72xqk71"
"MGI:97525","Pde6b","C3H","Early adult","IMPC_CBC_001_001","0.7102139","Sodium","617495s9xr819x3"
"MGI:1925505","Ralgps2","C57BL","Early adult","IMPC_CBC_001_001","0.9245025","Sodium","617814d433uljyy"
"MGI:1276533","Ncoa2","C57BL","Early adult","IMPC_OFD_020_001","3.724929e-05","Distance travelled - total","617jc568w8ob21n"
"MGI:2444308","Atg4d","C57BL","Early adult","HRWLLA_HEM_001_001","0.07662955","White blood cell count","617sim860094l13"
"MGI:1918319","Stox2","C57BL","E18.5","IMPC_EYE_092_001","0.06866385","Retina (combined)","6186r5tgjlbq4t1"
"MGI:1920723","Iws1","C57BL","E9.5","MGP_PBI_016_001","0.3680988","Monocyte percentage","618801d8fqh7od4"
"MGI:1099431","Sptlc1","C57BL","Early adult","IMPC_OFD_050_001","0.05881103","Percentage center movement time","618848833fzpz29"
"MGI:2684762","Lzts1","C57BL","Early adult","IMPC_GEO_009_002","0.7222841","Hemorrhage","618gf4723m182x7"
"MGI:1922248","Rab11fip2","C57BL","Early adult","IMPC_GRS_011_001","0.9953839","Forelimb and hindlimb grip strength normalised against body weight","618wpcivp88ztb5"
"MGI:1918319","Stox2","C57BL","E18.5","IMPC_CSD_039_001","0.8035481","Limb grasp","619k3v1f50yboi9"
"MGI:99502","Ltbp2","C57BL","Early adult","IMPC_CBC_006_001","0.8522702","Total protein","619srld1w3dj222"
"MGI:102849","Klkb1","C57BL","Early adult","IMPC_EYE_017_001","1.007405","Lens Opacity","61aelv6shmkzf48"
"MGI:96958","Golga3","C57BL","Early adult","IMPC_HEM_027_001","0.6319461","Red blood cell distribution width","61ajpop4e98d87c"
"MGI:1918731","Alpk1","C57BL","Early adult","GMC_920_001_013","0.1935181","sTV-active","61ak0vc3r8x18mf"
"MGI:3648212","Klhdc7b","C57BL","Middle aged adult","HRWLLA_CSD_029_001","0.7477732","Activity (body position)","61b1byohm28ysog"
"MGI:107576","Sipa1","C57BL","Early adult","IMPC_CBC_010_001","0.9569594","Phosphorus","61bd6x753g2s2ju"
"MGI:2441932","Prepl","C57BL","Early adult","IMPC_EYE_092_002","0.5817817","Retina (combined)","61bj9c377b62979"
"MGI:1914815","Gramd2b","C57BL","Early adult","IMPC_HEM_001_001","0.323706","White blood cell count","61bky6727w6610i"
"MGI:1341868","Rfc2","C57BL","E9.5","TCP_CHL_080_001","0.571242","50 Mch Expiratory time","61dkssxq466q0r1"
"MGI:1099431","Sptlc1","C57BL","Early adult","IMPC_DXA_004_001","0.5434159","Bone Mineral Density (excluding skull)","61duki356q5fdte"
"MGI:2446460","Tpte","C57BL","Early adult","IMPC_HEM_038_001","0.297508","Basophil differential count","61fcvy87ey95ta9"
"MGI:1920723","Iws1","C57BL","E9.5","HRWLLA_CBC_012_001","0.1151314","Aspartate aminotransferase","61fth137q0739uv"
"MGI:1925927","Rnf20","C57BL","E9.5","IMPC_XRY_033_001","0.6761344","Tibia length","61g72pvkk78h7q1"
"MGI:97525","Pde6b","C3H","early adult","ESLIM_015_001_018","0.3608355","Triglyceride","61gk87u1v3yo6m0"
"MGI:1333883","Lats1","C57BL","Early adult","HRWLLA_HEM_030_001","0.8131245","Neutrophil cell count","61gyw4thw50f998"
"MGI:2684916","Ppp1r36","C57BL","Early adult","IMPC_HEM_006_001","0.1406186","Mean corpuscular hemoglobin","61h827aux8m4437"
"MGI:1918946","Abhd8","C57BL","Early adult","IMPC_OFD_016_001","0.9619548","Center permanence time","61i013hrx7889c2"
"MGI:1932115","Papolb","C57BL","Early adult","IMPC_CBC_007_001","0.775202","Albumin","61i7q8obwg5t4o3"
"MGI:1914815","Gramd2b","C57BL","Middle aged adult","IMPC_XRY_021_001","0.652783","Humerus","61j879sdp763ekj"
"MGI:1336186","Agpat3","129SV","Early adult","HRWLLA_OFD_018_001","0.7045654","Latency to center entry","61k39744j001n56"
"MGI:1913591","Eid3","C57BL","Early adult","IMPC_CSD_010_001","0.2420044","Coat - color pattern - abdomen","61kx9h5t9bv0e62"
"MGI:1099431","Sptlc1","C57BL","Middle aged adult","HRWLLA_OFD_020_001","0.861869","Distance travelled - total","61lbxft1ex2m85v"
"MGI:1913591","Eid3","C57BL","Early adult","IMPC_OFD_020_001","0.7384357","Distance travelled - total","61n5i8rq162jm1x"
"MGI:3648212","Klhdc7b","C57BL","Middle aged adult","IMPC_EYE_069_001","0.1025121","Left inner nuclear layer","61nwn3v8oume7vh"
"MGI:1923760","Trappc9","C57BL","Early adult","IMPC_HEM_039_001","0.6137912","Large Unstained Cell (LUC) count","61o71720183t021"
"MGI:2442910","Niban2","C57BL","Early adult","IMPC_CBC_002_001","0.7848684","Potassium","61p2h9p9lh4esi7"
"MGI:107162","Ppp3cc","C57BL","Early adult","IMPC_CBC_010_001","0.1175343","Phosphorus","61q43jb9518q2x8"
"MGI:1861440","Trim17","C57BL","Early adult","IMPC_CSD_027_001","0.7917943","Ears","61r09934cq0n108"
"MGI:1861440","Trim17","C57BL","Early adult","TCPLA_CSD_011_001","0.3107255","Coat - hair distribution - back","61rh690ew83i92j"
"MGI:1914243","Smarcd3","C57BL","E18.5","IMPC_INS_001_001","0.9450493","Insulin","61s882z01k7h3w5"
"MGI:1099431","Sptlc1","C57BL","Early adult","TCP_CHL_067_001","0.4936058","PBS Peak Inspiratory Flow","61t2l7zwwmhiif6"
"MGI:96441","Igfbp6","C57BL","Early adult","HRWLLA_CBC_004_001","0.6013901","Urea (Blood Urea Nitrogen - BUN)","61tc69568l4967b"
"MGI:2146785","Gpsm3","C57BL","Early adult","IMPC_HEM_037_001","0.5043054","Basophil cell count","61tuern9aq950d9"
"MGI:1336186","Agpat3","129SV","Early adult","IMPC_CSD_023_001","0.3392458","Vibrissae - presence","61u5v5xib8ot4x2"
"MGI:2445173","Ppig","C57BL","Early adult","JAX_LDT_003_001","0.9854247","Time mobile light side","61vqr8xi186937k"
"MGI:1925836","Srbd1","C57BL","Early adult","IMPC_OFD_012_001","0.2662783","Periphery permanence time","61w362ovi2og219"
"MGI:96441","Igfbp6","C57BL","Early adult","IMPC_EYE_017_001","0.8286489","Lens Opacity","61wq396adrk7ztd"
"MGI:1196295","Ptpn20","C57BL","Early adult","JAXLA_CSD_013_001","0.2929029","Coat - hair distribution - abdomen","61x5h1cw18lybol"
"MGI:109552","Il4i1","C57BL","Early adult","IMPC_GRS_011_001","0.3131266","Forelimb and hindlimb grip strength normalised against body weight","61z03tmcz0p5754"
"MGI:3624119","CLEC4A4","C57BL","Early adult","IMPC_XRY_055_001","0.4982798","Shape of spine","61z24cs1p4f1ch4"
"MGI:88587","Cyp19a1","C57BL","Middle aged adult","IMPC_ACS_035_001","0.9524462","% Pre-pulse inhibition - PPI3","61z2lb10erb7lad"
"MGI:1890127","Plxnc1","C57BL","Early adult","IMPC_EYE_017_001","0.9188489","Lens Opacity","61z455x247f8ivw"
"MGI:1344333","Mid2","C57BL","Early adult","impc_eye_069_001","0.7769199","Left inner nuclear layer","61z8j4g10t8pf6x"
"MGI:1276533","Ncoa2","C57BL","E18.5","GMC_905_001_007","0.4667105","Mean corpuscular hemoglobin","620303a7he7pkwu"
"MGI:2141917","Prkd2","C57BL","Early adult","HRWLLA_OFD_020_001","0.5971912","Distance travelled - total","6203bhd6utt6i81"
"MGI:1923012","Aftph","C57BL","E18.5","HRWLLA_CSD_033_001","0.6624774","Gait","6210ea11274164s"
"MGI:1918319","Stox2","C57BL","E18.5","IMPC_ECG_004_001","0.7087106","RR","62128735fho8067"
"MGI:2682314","Zc3h4","C57BL","E9.5","IMPC_CBC_004_001","0.4931085","Urea (Blood Urea Nitrogen - BUN)","621358oca2jgt63"
"MGI:3652053","Gm13889","C57BL","Early adult","IMPC_HEM_019_001","0.1322086","Mean platelet volume","62164zo36m2j93s"
"MGI:1913687","Fis1","C57BL","Early adult","HRWLLA_CBC_012_001","0.3209863","Aspartate aminotransferase","621s082773ce2xs"
"MGI:2138828","Eps8l2","C57BL","Early adult","IMPC_HEM_033_001","0.1465822","Monocyte differential count","621sx968xe5ys7m"
"MGI:97525","Pde6b","C3H","Early adult","JAX_LDT_003_001","0.813632","Time mobile light side","6220fy0bt51tygd"
"MGI:1914243","Smarcd3","C57BL","E12.5","IMPC_HEM_040_001","0.6065238","Large Unstained Cell (LUC) differential count","622126126z8f68j"
"MGI:3037818","Cxcl3","C57BL","Early adult","IMPC_GEL_063_001","0.3660968","Delayed embryonic development","6222533c97tei43"
"MGI:88587","Cyp19a1","C57BL","Late adult","CCP_XRY_020_001","0.8627328","Processes on vertebrae","6226prtz0gh3917"
"MGI:2684916","Ppp1r36","C57BL","Early adult","ESLIM_015_001_010","0.5907422","Phosphorus","622cixi5f33clax"
"MGI:1925836","Srbd1","C57BL","Early adult","IMPC_EYE_054_001","0.5057924","Min left eye lens density","622uh545pv9hv92"
"MGI:96878","Blnk","C57BL","Early adult","IMPC_OFD_012_001","0.4009407","Periphery permanence time","622v1q335mt8bz7"
"MGI:1349438","Mprip","C57BL","E15.5","IMPC_GEL_032_001","0.1743712","Embryo Size","6234n1qc8oz81lv"
"MGI:1914109","Slc16a9","C57BL","Early adult","IMPC_FEA_106_001","0.4573737","Difference in Cue Tone and Cue Baseline % Freezing","62370kd6453q3af"
"MGI:2143539","Gls2","C57BL","Early adult","IMPC_HEM_038_001","0.5091781","Basophil differential count","623aj0048ut1l34"
"MGI:1914281","Upf3a","C57BL","Early adult","IMPC_CBC_010_001","0.8196889","Phosphorus","623hb06p41924nm"
"MGI:2143539","Gls2","C57BL","Late adult","IMPC_HEM_007_001","0.7419492","Mean cell hemoglobin concentration","623o07t56082heq"
"MGI:1925836","Srbd1","C57BL","Early adult","IMPC_GRS_010_001","0.9368732","Forelimb grip strength normalised against body weight","6242g7bb7wp95e8"
"MGI:3648212","Klhdc7b","C57BL","Middle aged adult","GMC_921_001_002","0.6666607","Body weight","6242vx3m1uv8z84"
"MGI:1101781","Elf3","C57BL","Early adult","IMPC_GPP_002_001","0.5708126","Placenta Morphology","6243epm58k967d5"
"MGI:2143539","Gls2","C57BL","Late adult","JAXLA_CSD_005_001","0.2911133","Coat - color - back","624k0xtj8n745l2"
"MGI:1336186","Agpat3","C57BL","Early adult","JAXLA_CSD_013_001","0.6726469","Coat - hair distribution - abdomen","624u2nve96yk0j4"
"MGI:1349438","Mprip","C57BL","E15.5","IMPC_EYE_054_001","0.1171227","Min left eye lens density","6257f6wl1e42j4y"
"MGI:2442782","Baz2b","C57BL","Early adult","GMC_905_001_008","0.7922861","Mean corpuscular hemoglobin concentration","625l969830eqsed"
"MGI:96441","Igfbp6","C57BL","Early adult","IMPC_OFD_009_001","0.7218666","Whole arena average speed","625y17h6i1y7v1p"
"MGI:1890127","Plxnc1","C57BL","Early adult","ESLIM_015_001_015","0.4989624","Alkaline phosphatase","62623c7k5h52a30"
"MGI:1918252","Mex3b","C57BL","Early adult","IMPC_DXA_002_001","0.3702077","Fat mass","626317e22ba5r1p"
"MGI:1349438","Mprip","C57BL","E9.5","HRWLLA_HEM_032_001","0.4187211","Lymphocyte cell count","62631fh36095a4c"
"MGI:1341868","Rfc2","C57BL","Early adult","IMPC_HEM_027_001","0.9138125","Red blood cell distribution width","626405n0129boq7"
"MGI:2442708","Pheta1","C57BL","Early adult","HRWLLA_CSD_033_001","1.150394","Gait","626au6zc6ss955g"
"MGI:1918946","Abhd8","C57BL","Early adult","GMC_921_001_002","0.4481982","Body weight","626fcd2q2921624"
"MGI:2446460","Tpte","C57BL","Early adult","IMPC_ACS_035_001","1.417321","% Pre-pulse inhibition - PPI3","6271q582849t52w"
"Alanine aminotransferase","C57BL","MGI:3652053","62724uk10huxp55","Gm13889","0.8484269","Early adult","M-G-P_025_001_014"
"MGI:102849","Klkb1","C57BL","Early adult","IMPC_HEM_006_001","0.3885588","Mean corpuscular hemoglobin","6275x392i45602r"
"MGI:1099431","Sptlc1","C57BL","Early adult","TCPLA_CSD_011_001","0.0787208","Coat - hair distribution - back","627b7vum4180pj7"
"MGI:2444611","Ipo8","C57BL","Early adult","GMC_905_001_008","0.6817589","Mean corpuscular hemoglobin concentration","627fnx96g7312px"
"MGI:1349438","Mprip","C57BL","E12.5","IMPC_GEO_043_002","0.1131488","spina bifida","627vjhh46n119l0"
"MGI:1922808","Spata45","C57BL","Early adult","IMPC_EYE_027_001","0.8420042","Persistence of hyaloid vascular system","62800185h01x0p4"
"MGI:1913687","Fis1","C57BL","Early adult","IMPC_GEO_043_002","0.5988581","spina bifida","628089q9gh28axh"
"MGI:104859","Selenbp2","C57BL","Early adult","IMPC_CBC_018_001","0.3532373","Glucose","628md3lh509g673"
"MGI:2146468","Urb1","C57BL","Late adult","JAXLA_GRS_009_001","0.1376987","Forelimb and hindlimb grip strength measurement mean","628r0i9cl7a41dl"
"MGI:1341868","Rfc2","C57BL","Early adult","IMPC_ABR_004_001","0.3004752","6kHz-evoked ABR Threshold","6296e00b39r3u47"
"MGI:2442910","Niban2","C57BL","Early adult","IMPC_CBC_009_001","0.7583257","Calcium","6297sp1icup36wp"
"MGI:96441","Igfbp6","C57BL","Early adult","IMPC_DXA_004_001","0.2537227","Bone Mineral Density (excluding skull)","629934047g2x49b"
"MGI:1277143","Gtf2h3","C57BL","E9.5","GMC_920_001_013","0.1236988","sTV-active","62a5p96er41cla6"
"MGI:1920723","Iws1","C57BL","E9.5","IMPC_GEP_004_002","0.6028036","Spontaneous movement","62at9l061a2n3w0"
"MGI:2138828","Eps8l2","C57BL","Early adult","TCPLA_CSD_011_001","0.51997","Coat - hair distribution - back","62bb381pme75r1i"
"MGI:1923012","Aftph","C57BL","E18.5","IMPC_CSD_027_001","0.5995848","Ears","62bi7dlnt81ok0r"
"MGI:109552","Il4i1","C57BL","Early adult","GMC_914_001_002","0.2167679","Body temperature rectal","62bo6yh4o9xh4is"
"MGI:1922248","Rab11fip2","C57BL","Early adult","HRWLLA_OFD_019_001","0.8368351","Number of center entries","62c96u8iof23lt0"
"MGI:1914243","Smarcd3","C57BL","E15.5","IMPC_EYE_063_001","0.8208843","Right inner nuclear layer","62cb99141optz31"
"MGI:1923012","Aftph","C57BL","E18.5","IMPC_DXA_010_001","0.1955243","Bone Area","62dm051192cc3n1"
"MGI:2682314","Zc3h4","C57BL","E15.5","IMPC_HEM_002_001","0.3111845","Red blood cell count","62e93ik4q86u8u6"
"MGI:1914815","Gramd2b","C57BL","Early adult","IMPC_EYE_026_001","0.5252923","Retinal Blood Vessels Pattern","62e98s32505u4n6"
"MGI:1341868","Rfc2","C57BL","Early adult","TCP_CHL_058_001","0.4801517","12.5 Mch Tidal volume","62fhp032fv44j2n"
"MGI:1099431","Sptlc1","C57BL","Early adult","GMC_905_001_007","0.7337101","Mean corpuscular hemoglobin","62fo1yo5b18g0dm"
"MGI:2444611","Ipo8","C57BL","Early adult","IMPC_EYE_025_001","3.086486e-05","Retinal Blood Vessels Structure","62h00n629667441"
"MGI:2146468","Urb1","C57BL","Early adult","IMPC_HEM_005_001","0.5126945","Mean cell volume","62hl36l7xu91pg3"
"MGI:102849","Klkb1","C57BL","Early adult","GMC_906_001_016","0.4827816","Alpha-amylase","62i56plj3xy2vhk"
"MGI:2444233","Ythdf2","C57BL","Early adult","MGP_CSD_027_001","0.6552963","Ventral coat/hair colour pattern","62i5gw58n38o1ja"
"MGI:1349438","Mprip","C57BL","E15.5","JAXLA_GRS_009_001","0.9012227","Forelimb and hindlimb grip strength measurement mean","62i9uj4k1027h71"
"MGI:102849","Klkb1","C57BL","Early adult","IMPC_EYE_083_001","0.7645445","Vitreous","62j269wl2o8u9b4"
"MGI:97525","Pde6b","C3H","Early adult","ESLIM_015_001_002","0.6008358","Urea","62ja05gz76721z5"
"MGI:1201374","Anxa8","C57BL","Early adult","HRWLLA_OFD_018_001","0.8105922","Latency to center entry","62jjm006ge5i321"
"MGI:2389177","Lrrtm3","C57BL","Early adult","IMPC_HEM_040_001","0.6814264","Large Unstained Cell (LUC) differential count","62kd988baj31m7w"
"MGI:2450016","Nox1","C57BL","Early adult","IMPC_OFD_013_001","0.8787082","Periphery average speed","62kk144by5i4437"
"MGI:1915349","Cibar1","C57BL","Early adult","IMPC_OFD_014_001","0.9388247","Center distance travelled","62m1nvca5416wz7"
"MGI:2444354","Arid4a","129SV","Early adult","HRWLLA_CBC_004_001","0.8301373","Urea (Blood Urea Nitrogen - BUN)","62mh1k5056w79j6"
"MGI:1923012","Aftph","C57BL","E18.5","MGP_IMM_066_001","0.6895892","CD11b-high cDC - % of cDC","62nhd00p55u6y35"
"MGI:1861440","Trim17","C57BL","Early adult","IMPC_ABR_006_001","0.2689772","12kHz-evoked ABR Threshold","62o745072p9ha06"
"MGI:96878","Blnk","C57BL","Early adult","M-G-P_005_001_006","1.087301","Body Length","62q87212068a42y"
"MGI:107536","Lgals4","C57BL","Early adult","HRWLLA_CBC_012_001","0.2634408","Aspartate aminotransferase","62qj0pl0e4qni5p"
"MGI:1277143","Gtf2h3","C57BL","Early adult","HRWLLA_CBC_004_001","0.162699","Urea (Blood Urea Nitrogen - BUN)","62qtribb344dg2o"
"MGI:1333877","Gpr50","C57BL","Early adult","IMPC_HEM_005_001","0.4827922","Mean cell volume","62rg8k8wv1m9n44"
"MGI:1861440","Trim17","C57BL","Early adult","MGP_PBI_038_001","0.9376253","Ly6Clow monocyte number","62tx10mn2w9j252"
"MGI:1914243","Smarcd3","C57BL","Early adult","IMPC_CBC_006_001","0.7143288","Total protein","62u64kwi609vy1b"
"MGI:1914815","Gramd2b","C57BL","Middle aged adult","IMPC_ACS_034_001","0.9922397","% Pre-pulse inhibition - PPI2","62v0uy443ho084f"
"MGI:2684762","Lzts1","C57BL","Early adult","IMPC_DXA_008_001","0.5014202","Lean/Body weight","62v31rhf4br388g"
"MGI:1923012","AFTPH","C57BL","Early adult","IMPC_CBC_004_001","0.4920825","Urea (Blood Urea Nitrogen - BUN)","62v85dc196267p9"
"MGI:107634","Larp7","C57BL","Early adult","IMPC_OFD_018_001","0.9815469","Latency to center entry","62vbeeu8c089257"
"MGI:2682314","Zc3h4","C57BL","E15.5","IMPC_ABR_002_001","0.1947665","Click-evoked ABR threshold","62wbb9k948safa9"
"MGI:2444354","Arid4a","129SV","Early adult","HRWLLA_OFD_009_001","0.5473504","Whole arena average speed","62x258er4i9lvi2"
"MGI:1929260","Mtch2","C57BL","Early adult","ESLIM_015_001_018","0.5798873","Triglyceride","62x97h4nbi5816d"
"MGI:1918946","Abhd8","C57BL","Early adult","CCP_XRY_020_001","0.3744717","Processes on vertebrae","62xm3tr981c87m6"
"MGI:1920723","Iws1","C57BL","E9.5","IMPC_CSD_039_001","1.009488","Limb grasp","62xpk876k30z6hj"
"MGI:1914281","Upf3a","C57BL","Early adult","HRWLLA_OFD_014_001","0.4721042","Center distance travelled","62y0okx5gtr08ut"
"MGI:102849","Klkb1","C57BL","Early adult","GMC_920_001_013","0.8512759","sTV-active","62z71ln2r3t1ny9"
"MGI:1915349","Cibar1","C57BL","Early adult","HRWLLA_HEM_036_001","0.861089","Eosinophil cell count","6302lvhc2m48tgp"
"MGI:2146468","Urb1","C57BL","E9.5","TCP_CHL_056_001","0.4459108","baseline Tidal volume","6304037ey8zj50b"
"MGI:2181434","Phc3","C57BL","Early adult","IMPC_HEM_019_001","0.5365467","Mean platelet volume","630l731pn87ycvg"
"MGI:102849","Klkb1","C57BL","Early adult","MGP_PBI_005_001","0.808323","Gamma delta T cell percentage","630t13vs81p5a88"
"MGI:2146468","Urb1","C57BL","Early adult","IMPC_ABR_006_001","0.3055751","12kHz-evoked ABR Threshold","630v63j307b93ks"
"MGI:2138828","Eps8l2","C57BL","Early adult","IMPC_CBC_015_001","4.953966e-05","Total cholesterol","631569z6m44i517"
"MGI:1344333","Mid2","C57BL","Early adult","JAX_OFD_009_001","0.5890971","Whole arena average speed","631913um2177d16"
"MGI:1923012","Aftph","C57BL","E18.5","IMPC_EYE_023_001","0.1536382","Optic Disc","631p4s94ro3025u"
"MGI:1925927","Rnf20","C57BL","E9.5","IMPC_GEP_004_002","0.8258836","Spontaneous movement","631pvo6q2v7i62c"
"MGI:1341868","Rfc2","C57BL","Early adult","IMPC_CBC_013_001","0.9981767","Alanine aminotransferase","631z5c2h9907pr6"
"MGI:107162","Ppp3cc","C57BL","Early adult","IMPC_HEM_019_001","9.591879e-05","Mean platelet volume","632441gg9tpt037"
"MGI:2682314","Zc3h4","C57BL","E15.5","IMPC_FEA_106_001","0.8170794","Difference in Cue Tone and Cue Baseline % Freezing","6326614o4k648mu"
"MGI:1922808","Spata45","C57BL","Early adult","IMPC_CSD_027_001","0.3641786","Ears","632bbh10053z410"
"MGI:3648212","Klhdc7b","C57BL","Late adult","TCP_CHL_078_001","0.8776364","12.5 Mch Expiratory time","632s072rf02z8a1"
"MGI:1914281","Upf3a","C57BL","Early adult","IMPC_EYE_026_001","0.6654513","Retinal Blood Vessels Pattern","632u206p08c8ufc"
"MGI:1338849","S100a3","C57BL","Early adult","IMPC_DXA_006_001","0.09342741","Body length","6330jy03g17t4ul"
"MGI:1276533","Ncoa2","C57BL","E18.5","IMPC_CBC_015_001","1.069048","Total cholesterol","63334j12vgu9l4t"
"MGI:2444233","Ythdf2","C57BL","Early adult","IMPC_XRY_055_001","0.3877036","Shape of spine","6334076zow0yyv3"
"MGI:2138828","Eps8l2","C57BL","Early adult","IMPC_ACS_035_001","5.280776e-12","% Pre-pulse inhibition - PPI3","6336fty2m52g801"
"IMPC_HEM_001_001","C57BL","MGI:2442782","White blood cell count","Early adult","Baz2b","633g30g656856zf","4.022521e-10"
"MGI:1338849","S100a3","C57BL","Early adult","IMPC_GEL_063_001","0.6048199","Delayed embryonic development","633h35z0577b6s3"
"MGI:1913687","Fis1","C57BL","Early adult","JAXLA_CSD_007_001","0.6385145","Coat - color - abdomen","633pb890d66z887"
"MGI:2146468","Urb1","C57BL","Early adult","IMPC_GPP_002_001","0.4339332","Placenta Morphology","63441eqi6tbn0zv"
