impcParameterOrigId,name,description,isMandatory
31948,Combined SHIRPA and Dysmorphology,SHIRPA and dysmorphology were originally always separate assessments. However they have recently been combined as assessments so that they take place at the same time.The purpose of the assessments is to examine mice for obvious physical characteristics behaviors and morphological abnormalities.Descriptions include abnormal locomotion/appearance/behavior/reflex reactions.,TRUE
31949,Combined SHIRPA and Dysmorphology,SHIRPA and dysmorphology were originally always separate assessments. However they have recently been combined as assessments so that they take place at the same time.The purpose of the assessments is to examine mice for obvious physical characteristics behaviors and morphological abnormalities.Descriptions include abnormal locomotion/appearance/behavior/reflex reactions.,TRUE
31950,Combined SHIRPA and Dysmorphology,SHIRPA and dysmorphology were originally always separate assessments. However they have recently been combined as assessments so that they take place at the same time.The purpose of the assessments is to examine mice for obvious physical characteristics behaviors and morphological abnormalities.Descriptions include abnormal locomotion/appearance/behavior/reflex reactions.,TRUE
31951,Combined SHIRPA and Dysmorphology,SHIRPA and dysmorphology were originally always separate assessments. However they have recently been combined as assessments so that they take place at the same time.The purpose of the assessments is to examine mice for obvious physical characteristics behaviors and morphological abnormalities.Descriptions include abnormal locomotion/appearance/behavior/reflex reactions.,TRUE
31952,Combined SHIRPA and Dysmorphology,SHIRPA and dysmorphology were originally always separate assessments. However they have recently been combined as assessments so that they take place at the same time.The purpose of the assessments is to examine mice for obvious physical characteristics behaviors and morphological abnormalities.Descriptions include abnormal locomotion/appearance/behavior/reflex reactions.,TRUE
31953,Combined SHIRPA and Dysmorphology,SHIRPA and dysmorphology were originally always separate assessments. However they have recently been combined as assessments so that they take place at the same time.The purpose of the assessments is to examine mice for obvious physical characteristics behaviors and morphological abnormalities.Descriptions include abnormal locomotion/appearance/behavior/reflex reactions.,TRUE
31954,Combined SHIRPA and Dysmorphology,SHIRPA and dysmorphology were originally always separate assessments. However they have recently been combined as assessments so that they take place at the same time.The purpose of the assessments is to examine mice for obvious physical characteristics behaviors and morphological abnormalities.Descriptions include abnormal locomotion/appearance/behavior/reflex reactions.,TRUE
31955,Combined SHIRPA and Dysmorphology,SHIRPA and dysmorphology were originally always separate assessments. However they have recently been combined as assessments so that they take place at the same time.The purpose of the assessments is to examine mice for obvious physical characteristics behaviors and morphological abnormalities.Descriptions include abnormal locomotion/appearance/behavior/reflex reactions.,TRUE
31956,Combined SHIRPA and Dysmorphology,SHIRPA and dysmorphology were originally always separate assessments. However they have recently been combined as assessments so that they take place at the same time.The purpose of the assessments is to examine mice for obvious physical characteristics behaviors and morphological abnormalities.Descriptions include abnormal locomotion/appearance/behavior/reflex reactions.,TRUE
31957,Combined SHIRPA and Dysmorphology,SHIRPA and dysmorphology were originally always separate assessments. However they have recently been combined as assessments so that they take place at the same time.The purpose of the assessments is to examine mice for obvious physical characteristics behaviors and morphological abnormalities.Descriptions include abnormal locomotion/appearance/behavior/reflex reactions.,TRUE
31958,Combined SHIRPA and Dysmorphology,SHIRPA and dysmorphology were originally always separate assessments. However they have recently been combined as assessments so that they take place at the same time.The purpose of the assessments is to examine mice for obvious physical characteristics behaviors and morphological abnormalities.Descriptions include abnormal locomotion/appearance/behavior/reflex reactions.,TRUE
31959,Combined SHIRPA and Dysmorphology,SHIRPA and dysmorphology were originally always separate assessments. However they have recently been combined as assessments so that they take place at the same time.The purpose of the assessments is to examine mice for obvious physical characteristics behaviors and morphological abnormalities.Descriptions include abnormal locomotion/appearance/behavior/reflex reactions.,TRUE
31960,Combined SHIRPA and Dysmorphology,SHIRPA and dysmorphology were originally always separate assessments. However they have recently been combined as assessments so that they take place at the same time.The purpose of the assessments is to examine mice for obvious physical characteristics behaviors and morphological abnormalities.Descriptions include abnormal locomotion/appearance/behavior/reflex reactions.,TRUE
31961,Combined SHIRPA and Dysmorphology,SHIRPA and dysmorphology were originally always separate assessments. However they have recently been combined as assessments so that they take place at the same time.The purpose of the assessments is to examine mice for obvious physical characteristics behaviors and morphological abnormalities.Descriptions include abnormal locomotion/appearance/behavior/reflex reactions.,TRUE
31962,Combined SHIRPA and Dysmorphology,SHIRPA and dysmorphology were originally always separate assessments. However they have recently been combined as assessments so that they take place at the same time.The purpose of the assessments is to examine mice for obvious physical characteristics behaviors and morphological abnormalities.Descriptions include abnormal locomotion/appearance/behavior/reflex reactions.,TRUE
31963,Combined SHIRPA and Dysmorphology,SHIRPA and dysmorphology were originally always separate assessments. However they have recently been combined as assessments so that they take place at the same time.The purpose of the assessments is to examine mice for obvious physical characteristics behaviors and morphological abnormalities.Descriptions include abnormal locomotion/appearance/behavior/reflex reactions.,TRUE
31964,Combined SHIRPA and Dysmorphology,SHIRPA and dysmorphology were originally always separate assessments. However they have recently been combined as assessments so that they take place at the same time.The purpose of the assessments is to examine mice for obvious physical characteristics behaviors and morphological abnormalities.Descriptions include abnormal locomotion/appearance/behavior/reflex reactions.,TRUE
31965,Combined SHIRPA and Dysmorphology,SHIRPA and dysmorphology were originally always separate assessments. However they have recently been combined as assessments so that they take place at the same time.The purpose of the assessments is to examine mice for obvious physical characteristics behaviors and morphological abnormalities.Descriptions include abnormal locomotion/appearance/behavior/reflex reactions.,TRUE
31966,Combined SHIRPA and Dysmorphology,SHIRPA and dysmorphology were originally always separate assessments. However they have recently been combined as assessments so that they take place at the same time.The purpose of the assessments is to examine mice for obvious physical characteristics behaviors and morphological abnormalities.Descriptions include abnormal locomotion/appearance/behavior/reflex reactions.,TRUE
31967,Combined SHIRPA and Dysmorphology,SHIRPA and dysmorphology were originally always separate assessments. However they have recently been combined as assessments so that they take place at the same time.The purpose of the assessments is to examine mice for obvious physical characteristics behaviors and morphological abnormalities.Descriptions include abnormal locomotion/appearance/behavior/reflex reactions.,TRUE
36285,Viability E12.5 Secondary Screen,No description available,FALSE
36286,Viability E12.5 Secondary Screen,No description available,FALSE
36287,Viability E12.5 Secondary Screen,No description available,FALSE
36288,Viability E12.5 Secondary Screen,No description available,FALSE
36289,Viability E12.5 Secondary Screen,No description available,FALSE
36290,Viability E12.5 Secondary Screen,No description available,FALSE
36291,Viability E12.5 Secondary Screen,No description available,FALSE
36292,Viability E12.5 Secondary Screen,No description available,FALSE
36293,Viability E12.5 Secondary Screen,No description available,FALSE
36294,Viability E12.5 Secondary Screen,No description available,FALSE
36295,Viability E12.5 Secondary Screen,No description available,FALSE
36296,Viability E12.5 Secondary Screen,No description available,FALSE
36297,Viability E12.5 Secondary Screen,No description available,FALSE
36298,Viability E12.5 Secondary Screen,No description available,FALSE
36299,Viability E12.5 Secondary Screen,No description available,FALSE
36300,Viability E12.5 Secondary Screen,No description available,FALSE
36301,Viability E12.5 Secondary Screen,No description available,FALSE
36302,Viability E12.5 Secondary Screen,No description available,FALSE
36303,Viability E12.5 Secondary Screen,No description available,FALSE
36304,Viability E12.5 Secondary Screen,No description available,FALSE
36305,Viability E12.5 Secondary Screen,No description available,FALSE
36306,Viability E12.5 Secondary Screen,No description available,FALSE
36307,Viability E12.5 Secondary Screen,No description available,FALSE
36308,Viability E12.5 Secondary Screen,No description available,FALSE
36309,Viability E12.5 Secondary Screen,No description available,FALSE
36310,Viability E12.5 Secondary Screen,No description available,FALSE
36311,Viability E12.5 Secondary Screen,No description available,FALSE
42916,Gross Morphology Embryo E12.5,No description available,FALSE
42917,Gross Morphology Embryo E12.5,No description available,FALSE
42918,Gross Morphology Embryo E12.5,No description available,FALSE
42919,Gross Morphology Embryo E12.5,No description available,FALSE
42920,Gross Morphology Embryo E12.5,No description available,FALSE
42921,Gross Morphology Embryo E12.5,No description available,FALSE
42922,Gross Morphology Embryo E12.5,No description available,FALSE
42923,Gross Morphology Embryo E12.5,No description available,FALSE
42924,Gross Morphology Embryo E12.5,No description available,FALSE
42925,Gross Morphology Embryo E12.5,No description available,FALSE
42926,Gross Morphology Embryo E12.5,No description available,FALSE
42927,Gross Morphology Embryo E12.5,No description available,FALSE
42928,Gross Morphology Embryo E12.5,No description available,FALSE
42929,Gross Morphology Embryo E12.5,No description available,FALSE
42930,Gross Morphology Embryo E12.5,No description available,FALSE
42931,Gross Morphology Embryo E12.5,No description available,FALSE
42932,Gross Morphology Embryo E12.5,No description available,FALSE
42933,Gross Morphology Embryo E12.5,No description available,FALSE
42934,Gross Morphology Embryo E12.5,No description available,FALSE
42935,Gross Morphology Embryo E12.5,No description available,FALSE
42936,Gross Morphology Embryo E12.5,No description available,FALSE
42937,Gross Morphology Embryo E12.5,No description available,FALSE
42938,Gross Morphology Embryo E12.5,No description available,FALSE
42939,Gross Morphology Embryo E12.5,No description available,FALSE
42940,Gross Morphology Embryo E12.5,No description available,FALSE
42941,Gross Morphology Embryo E12.5,No description available,FALSE
42942,Gross Morphology Embryo E12.5,No description available,FALSE
42943,Gross Morphology Embryo E12.5,No description available,FALSE
42944,Gross Morphology Embryo E12.5,No description available,FALSE
42945,Gross Morphology Embryo E12.5,No description available,FALSE
42946,Gross Morphology Embryo E12.5,No description available,FALSE
42947,Gross Morphology Embryo E12.5,No description available,FALSE
42948,Gross Morphology Embryo E12.5,No description available,FALSE
42949,Gross Morphology Embryo E12.5,No description available,FALSE
42950,Gross Morphology Embryo E12.5,No description available,FALSE
42951,Gross Morphology Embryo E12.5,No description available,FALSE
42952,Gross Morphology Embryo E12.5,No description available,FALSE
42953,Gross Morphology Embryo E12.5,No description available,FALSE
42954,Gross Morphology Embryo E12.5,No description available,FALSE
42955,Gross Morphology Embryo E12.5,No description available,FALSE
42956,Gross Morphology Embryo E12.5,No description available,FALSE
42957,Gross Morphology Embryo E12.5,No description available,FALSE
42958,Gross Morphology Embryo E12.5,No description available,FALSE
42959,Gross Morphology Embryo E12.5,No description available,FALSE
42960,Gross Morphology Embryo E12.5,No description available,FALSE
42961,Gross Morphology Embryo E12.5,No description available,FALSE
42962,Gross Morphology Embryo E12.5,No description available,FALSE
42963,Gross Morphology Embryo E12.5,No description available,FALSE
42964,Gross Morphology Embryo E12.5,No description available,FALSE
42965,Gross Morphology Embryo E12.5,No description available,FALSE
42966,Gross Morphology Embryo E12.5,No description available,FALSE
42967,Gross Morphology Embryo E12.5,No description available,FALSE
42968,Gross Morphology Embryo E12.5,No description available,FALSE
42969,Gross Morphology Embryo E12.5,No description available,FALSE
42970,Gross Morphology Embryo E12.5,No description available,FALSE
42971,Gross Morphology Embryo E12.5,No description available,FALSE
42972,Gross Morphology Embryo E12.5,No description available,FALSE
42973,Gross Morphology Embryo E12.5,No description available,FALSE
42974,Gross Morphology Embryo E12.5,No description available,FALSE
40655,OPT E9.5,No description available,FALSE
40656,OPT E9.5,No description available,FALSE
40657,OPT E9.5,No description available,FALSE
40658,OPT E9.5,No description available,FALSE
40659,OPT E9.5,No description available,FALSE
40660,OPT E9.5,No description available,FALSE
40661,OPT E9.5,No description available,FALSE
40662,OPT E9.5,No description available,FALSE
40663,OPT E9.5,No description available,FALSE
40664,OPT E9.5,No description available,FALSE
40665,OPT E9.5,No description available,FALSE
40666,OPT E9.5,No description available,FALSE
52053,Y-maze,Y-maze assesses learning and memory; it can be used instead/in parallel of Fear Conditioning,FALSE
52054,Y-maze,Y-maze assesses learning and memory; it can be used instead/in parallel of Fear Conditioning,FALSE
52055,Y-maze,Y-maze assesses learning and memory; it can be used instead/in parallel of Fear Conditioning,FALSE
52056,Y-maze,Y-maze assesses learning and memory; it can be used instead/in parallel of Fear Conditioning,FALSE
52057,Y-maze,Y-maze assesses learning and memory; it can be used instead/in parallel of Fear Conditioning,FALSE
52058,Y-maze,Y-maze assesses learning and memory; it can be used instead/in parallel of Fear Conditioning,FALSE
52059,Y-maze,Y-maze assesses learning and memory; it can be used instead/in parallel of Fear Conditioning,FALSE
52060,Y-maze,Y-maze assesses learning and memory; it can be used instead/in parallel of Fear Conditioning,FALSE
52061,Y-maze,Y-maze assesses learning and memory; it can be used instead/in parallel of Fear Conditioning,FALSE
52062,Y-maze,Y-maze assesses learning and memory; it can be used instead/in parallel of Fear Conditioning,FALSE
52063,Y-maze,Y-maze assesses learning and memory; it can be used instead/in parallel of Fear Conditioning,FALSE
52064,Y-maze,Y-maze assesses learning and memory; it can be used instead/in parallel of Fear Conditioning,FALSE
52065,Y-maze,Y-maze assesses learning and memory; it can be used instead/in parallel of Fear Conditioning,FALSE
52067,Y-maze,Y-maze assesses learning and memory; it can be used instead/in parallel of Fear Conditioning,FALSE
52068,Y-maze,Y-maze assesses learning and memory; it can be used instead/in parallel of Fear Conditioning,FALSE
52069,Y-maze,Y-maze assesses learning and memory; it can be used instead/in parallel of Fear Conditioning,FALSE
52070,Y-maze,Y-maze assesses learning and memory; it can be used instead/in parallel of Fear Conditioning,FALSE
52071,Y-maze,Y-maze assesses learning and memory; it can be used instead/in parallel of Fear Conditioning,FALSE
52072,Y-maze,Y-maze assesses learning and memory; it can be used instead/in parallel of Fear Conditioning,FALSE
52073,Y-maze,Y-maze assesses learning and memory; it can be used instead/in parallel of Fear Conditioning,FALSE
52074,Y-maze,Y-maze assesses learning and memory; it can be used instead/in parallel of Fear Conditioning,FALSE
52075,Y-maze,Y-maze assesses learning and memory; it can be used instead/in parallel of Fear Conditioning,FALSE
52076,Y-maze,Y-maze assesses learning and memory; it can be used instead/in parallel of Fear Conditioning,FALSE
52077,Y-maze,Y-maze assesses learning and memory; it can be used instead/in parallel of Fear Conditioning,FALSE
52078,Y-maze,Y-maze assesses learning and memory; it can be used instead/in parallel of Fear Conditioning,FALSE
52079,Y-maze,Y-maze assesses learning and memory; it can be used instead/in parallel of Fear Conditioning,FALSE
52080,Y-maze,Y-maze assesses learning and memory; it can be used instead/in parallel of Fear Conditioning,FALSE
52081,Y-maze,Y-maze assesses learning and memory; it can be used instead/in parallel of Fear Conditioning,FALSE
52084,Light-Dark Test,Light-Dark test monitors the anxiety-related behaviour of mice,FALSE
52085,Light-Dark Test,Light-Dark test monitors the anxiety-related behaviour of mice,FALSE
52086,Light-Dark Test,Light-Dark test monitors the anxiety-related behaviour of mice,FALSE
52087,Light-Dark Test,Light-Dark test monitors the anxiety-related behaviour of mice,FALSE
52088,Light-Dark Test,Light-Dark test monitors the anxiety-related behaviour of mice,FALSE
52089,Light-Dark Test,Light-Dark test monitors the anxiety-related behaviour of mice,FALSE
52090,Light-Dark Test,Light-Dark test monitors the anxiety-related behaviour of mice,FALSE
52091,Light-Dark Test,Light-Dark test monitors the anxiety-related behaviour of mice,FALSE
52092,Light-Dark Test,Light-Dark test monitors the anxiety-related behaviour of mice,FALSE
52093,Light-Dark Test,Light-Dark test monitors the anxiety-related behaviour of mice,FALSE
52094,Light-Dark Test,Light-Dark test monitors the anxiety-related behaviour of mice,FALSE
52095,Light-Dark Test,Light-Dark test monitors the anxiety-related behaviour of mice,FALSE
52096,Light-Dark Test,Light-Dark test monitors the anxiety-related behaviour of mice,FALSE
52097,Light-Dark Test,Light-Dark test monitors the anxiety-related behaviour of mice,FALSE
52098,Light-Dark Test,Light-Dark test monitors the anxiety-related behaviour of mice,FALSE
52099,Light-Dark Test,Light-Dark test monitors the anxiety-related behaviour of mice,FALSE
52100,Light-Dark Test,Light-Dark test monitors the anxiety-related behaviour of mice,FALSE
52101,Light-Dark Test,Light-Dark test monitors the anxiety-related behaviour of mice,FALSE
52102,Light-Dark Test,Light-Dark test monitors the anxiety-related behaviour of mice,FALSE
52103,Light-Dark Test,Light-Dark test monitors the anxiety-related behaviour of mice,FALSE
52104,Light-Dark Test,Light-Dark test monitors the anxiety-related behaviour of mice,FALSE
52105,Light-Dark Test,Light-Dark test monitors the anxiety-related behaviour of mice,FALSE
52106,Light-Dark Test,Light-Dark test monitors the anxiety-related behaviour of mice,FALSE
52107,Light-Dark Test,Light-Dark test monitors the anxiety-related behaviour of mice,FALSE
52108,Light-Dark Test,Light-Dark test monitors the anxiety-related behaviour of mice,FALSE
52109,Light-Dark Test,Light-Dark test monitors the anxiety-related behaviour of mice,FALSE
52110,Light-Dark Test,Light-Dark test monitors the anxiety-related behaviour of mice,FALSE
52111,Light-Dark Test,Light-Dark test monitors the anxiety-related behaviour of mice,FALSE
52112,Light-Dark Test,Light-Dark test monitors the anxiety-related behaviour of mice,FALSE
52113,Light-Dark Test,Light-Dark test monitors the anxiety-related behaviour of mice,FALSE
52114,Light-Dark Test,Light-Dark test monitors the anxiety-related behaviour of mice,FALSE
67722,Light-Dark Test,Light-Dark test monitors the anxiety-related behaviour of mice,FALSE
67723,Light-Dark Test,Light-Dark test monitors the anxiety-related behaviour of mice,FALSE
67724,Light-Dark Test,Light-Dark test monitors the anxiety-related behaviour of mice,FALSE
45824,Gross Morphology Embryo E14.5-E15.5,No description available,FALSE
45825,Gross Morphology Embryo E14.5-E15.5,No description available,FALSE
45826,Gross Morphology Embryo E14.5-E15.5,No description available,FALSE
45827,Gross Morphology Embryo E14.5-E15.5,No description available,FALSE
45828,Gross Morphology Embryo E14.5-E15.5,No description available,FALSE
45829,Gross Morphology Embryo E14.5-E15.5,No description available,FALSE
45830,Gross Morphology Embryo E14.5-E15.5,No description available,FALSE
45831,Gross Morphology Embryo E14.5-E15.5,No description available,FALSE
45832,Gross Morphology Embryo E14.5-E15.5,No description available,FALSE
45833,Gross Morphology Embryo E14.5-E15.5,No description available,FALSE
45834,Gross Morphology Embryo E14.5-E15.5,No description available,FALSE
45835,Gross Morphology Embryo E14.5-E15.5,No description available,FALSE
45836,Gross Morphology Embryo E14.5-E15.5,No description available,FALSE
45837,Gross Morphology Embryo E14.5-E15.5,No description available,FALSE
45838,Gross Morphology Embryo E14.5-E15.5,No description available,FALSE
45839,Gross Morphology Embryo E14.5-E15.5,No description available,FALSE
45840,Gross Morphology Embryo E14.5-E15.5,No description available,FALSE
45841,Gross Morphology Embryo E14.5-E15.5,No description available,FALSE
45842,Gross Morphology Embryo E14.5-E15.5,No description available,FALSE
45843,Gross Morphology Embryo E14.5-E15.5,No description available,FALSE
45844,Gross Morphology Embryo E14.5-E15.5,No description available,FALSE
45845,Gross Morphology Embryo E14.5-E15.5,No description available,FALSE
45846,Gross Morphology Embryo E14.5-E15.5,No description available,FALSE
45847,Gross Morphology Embryo E14.5-E15.5,No description available,FALSE
45848,Gross Morphology Embryo E14.5-E15.5,No description available,FALSE
45849,Gross Morphology Embryo E14.5-E15.5,No description available,FALSE
45850,Gross Morphology Embryo E14.5-E15.5,No description available,FALSE
45851,Gross Morphology Embryo E14.5-E15.5,No description available,FALSE
45852,Gross Morphology Embryo E14.5-E15.5,No description available,FALSE
45853,Gross Morphology Embryo E14.5-E15.5,No description available,FALSE
45854,Gross Morphology Embryo E14.5-E15.5,No description available,FALSE
45855,Gross Morphology Embryo E14.5-E15.5,No description available,FALSE
45856,Gross Morphology Embryo E14.5-E15.5,No description available,FALSE
45857,Gross Morphology Embryo E14.5-E15.5,No description available,FALSE
45858,Gross Morphology Embryo E14.5-E15.5,No description available,FALSE
45859,Gross Morphology Embryo E14.5-E15.5,No description available,FALSE
45860,Gross Morphology Embryo E14.5-E15.5,No description available,FALSE
45861,Gross Morphology Embryo E14.5-E15.5,No description available,FALSE
45862,Gross Morphology Embryo E14.5-E15.5,No description available,FALSE
45863,Gross Morphology Embryo E14.5-E15.5,No description available,FALSE
45864,Gross Morphology Embryo E14.5-E15.5,No description available,FALSE
45865,Gross Morphology Embryo E14.5-E15.5,No description available,FALSE
45866,Gross Morphology Embryo E14.5-E15.5,No description available,FALSE
45867,Gross Morphology Embryo E14.5-E15.5,No description available,FALSE
45868,Gross Morphology Embryo E14.5-E15.5,No description available,FALSE
17722,Acoustic Startle and Pre-pulse Inhibition (PPI),No description available,TRUE
17723,Acoustic Startle and Pre-pulse Inhibition (PPI),No description available,TRUE
17724,Acoustic Startle and Pre-pulse Inhibition (PPI),No description available,TRUE
17725,Acoustic Startle and Pre-pulse Inhibition (PPI),No description available,TRUE
17726,Acoustic Startle and Pre-pulse Inhibition (PPI),No description available,TRUE
17727,Acoustic Startle and Pre-pulse Inhibition (PPI),No description available,TRUE
17728,Acoustic Startle and Pre-pulse Inhibition (PPI),No description available,TRUE
17729,Acoustic Startle and Pre-pulse Inhibition (PPI),No description available,TRUE
17730,Acoustic Startle and Pre-pulse Inhibition (PPI),No description available,TRUE
17731,Acoustic Startle and Pre-pulse Inhibition (PPI),No description available,TRUE
17732,Acoustic Startle and Pre-pulse Inhibition (PPI),No description available,TRUE
17733,Acoustic Startle and Pre-pulse Inhibition (PPI),No description available,TRUE
17734,Acoustic Startle and Pre-pulse Inhibition (PPI),No description available,TRUE
17735,Acoustic Startle and Pre-pulse Inhibition (PPI),No description available,TRUE
17736,Acoustic Startle and Pre-pulse Inhibition (PPI),No description available,TRUE
17737,Acoustic Startle and Pre-pulse Inhibition (PPI),No description available,TRUE
17738,Acoustic Startle and Pre-pulse Inhibition (PPI),No description available,TRUE
17739,Acoustic Startle and Pre-pulse Inhibition (PPI),No description available,TRUE
17740,Acoustic Startle and Pre-pulse Inhibition (PPI),No description available,TRUE
17741,Acoustic Startle and Pre-pulse Inhibition (PPI),No description available,TRUE
17742,Acoustic Startle and Pre-pulse Inhibition (PPI),No description available,TRUE
17743,Acoustic Startle and Pre-pulse Inhibition (PPI),No description available,TRUE
17744,Acoustic Startle and Pre-pulse Inhibition (PPI),No description available,TRUE
17745,Acoustic Startle and Pre-pulse Inhibition (PPI),No description available,TRUE
17746,Acoustic Startle and Pre-pulse Inhibition (PPI),No description available,TRUE
17747,Acoustic Startle and Pre-pulse Inhibition (PPI),No description available,TRUE
17748,Acoustic Startle and Pre-pulse Inhibition (PPI),No description available,TRUE
17749,Acoustic Startle and Pre-pulse Inhibition (PPI),No description available,TRUE
17750,Acoustic Startle and Pre-pulse Inhibition (PPI),No description available,TRUE
17751,Acoustic Startle and Pre-pulse Inhibition (PPI),No description available,TRUE
17752,Acoustic Startle and Pre-pulse Inhibition (PPI),No description available,TRUE
17753,Acoustic Startle and Pre-pulse Inhibition (PPI),No description available,TRUE
17754,Acoustic Startle and Pre-pulse Inhibition (PPI),No description available,TRUE
17755,Acoustic Startle and Pre-pulse Inhibition (PPI),No description available,TRUE
17756,Acoustic Startle and Pre-pulse Inhibition (PPI),No description available,TRUE
17757,Acoustic Startle and Pre-pulse Inhibition (PPI),No description available,TRUE
17758,Acoustic Startle and Pre-pulse Inhibition (PPI),No description available,TRUE
17759,Acoustic Startle and Pre-pulse Inhibition (PPI),No description available,TRUE
17760,Acoustic Startle and Pre-pulse Inhibition (PPI),No description available,TRUE
32643,Embryo LacZ,No description available,FALSE
32644,Embryo LacZ,No description available,FALSE
32645,Embryo LacZ,No description available,FALSE
32646,Embryo LacZ,No description available,FALSE
32647,Embryo LacZ,No description available,FALSE
32648,Embryo LacZ,No description available,FALSE
32649,Embryo LacZ,No description available,FALSE
32650,Embryo LacZ,No description available,FALSE
32651,Embryo LacZ,No description available,FALSE
32652,Embryo LacZ,No description available,FALSE
32653,Embryo LacZ,No description available,FALSE
32654,Embryo LacZ,No description available,FALSE
32655,Embryo LacZ,No description available,FALSE
32656,Embryo LacZ,No description available,FALSE
32657,Embryo LacZ,No description available,FALSE
32658,Embryo LacZ,No description available,FALSE
32659,Embryo LacZ,No description available,FALSE
32660,Embryo LacZ,No description available,FALSE
32661,Embryo LacZ,No description available,FALSE
32662,Embryo LacZ,No description available,FALSE
32663,Embryo LacZ,No description available,FALSE
32664,Embryo LacZ,No description available,FALSE
32665,Embryo LacZ,No description available,FALSE
32666,Embryo LacZ,No description available,FALSE
32667,Embryo LacZ,No description available,FALSE
32668,Embryo LacZ,No description available,FALSE
32669,Embryo LacZ,No description available,FALSE
32670,Embryo LacZ,No description available,FALSE
32671,Embryo LacZ,No description available,FALSE
32672,Embryo LacZ,No description available,FALSE
32673,Embryo LacZ,No description available,FALSE
32674,Embryo LacZ,No description available,FALSE
32675,Embryo LacZ,No description available,FALSE
32676,Embryo LacZ,No description available,FALSE
32677,Embryo LacZ,No description available,FALSE
32678,Embryo LacZ,No description available,FALSE
32679,Embryo LacZ,No description available,FALSE
32680,Embryo LacZ,No description available,FALSE
32681,Embryo LacZ,No description available,FALSE
32682,Embryo LacZ,No description available,FALSE
32683,Embryo LacZ,No description available,FALSE
32684,Embryo LacZ,No description available,FALSE
32685,Embryo LacZ,No description available,FALSE
32686,Embryo LacZ,No description available,FALSE
32687,Embryo LacZ,No description available,FALSE
32688,Embryo LacZ,No description available,FALSE
32689,Embryo LacZ,No description available,FALSE
32690,Embryo LacZ,No description available,FALSE
32691,Embryo LacZ,No description available,FALSE
32692,Embryo LacZ,No description available,FALSE
32693,Embryo LacZ,No description available,FALSE
32694,Embryo LacZ,No description available,FALSE
32695,Embryo LacZ,No description available,FALSE
32696,Embryo LacZ,No description available,FALSE
32697,Embryo LacZ,No description available,FALSE
32698,Embryo LacZ,No description available,FALSE
32699,Embryo LacZ,No description available,FALSE
32700,Embryo LacZ,No description available,FALSE
32701,Embryo LacZ,No description available,FALSE
32702,Embryo LacZ,No description available,FALSE
32703,Embryo LacZ,No description available,FALSE
32704,Embryo LacZ,No description available,FALSE
32705,Embryo LacZ,No description available,FALSE
32706,Embryo LacZ,No description available,FALSE
32707,Embryo LacZ,No description available,FALSE
32708,Embryo LacZ,No description available,FALSE
32709,Embryo LacZ,No description available,FALSE
32710,Embryo LacZ,No description available,FALSE
32711,Embryo LacZ,No description available,FALSE
32712,Embryo LacZ,No description available,FALSE
32713,Embryo LacZ,No description available,FALSE
32714,Embryo LacZ,No description available,FALSE
32715,Embryo LacZ,No description available,FALSE
32716,Embryo LacZ,No description available,FALSE
32717,Embryo LacZ,No description available,FALSE
32718,Embryo LacZ,No description available,FALSE
32719,Embryo LacZ,No description available,FALSE
32720,Embryo LacZ,No description available,FALSE
32721,Embryo LacZ,No description available,FALSE
32722,Embryo LacZ,No description available,FALSE
32723,Embryo LacZ,No description available,FALSE
32724,Embryo LacZ,No description available,FALSE
32725,Embryo LacZ,No description available,FALSE
32726,Embryo LacZ,No description available,FALSE
32727,Embryo LacZ,No description available,FALSE
32728,Embryo LacZ,No description available,FALSE
32729,Embryo LacZ,No description available,FALSE
32730,Embryo LacZ,No description available,FALSE
32731,Embryo LacZ,No description available,FALSE
32732,Embryo LacZ,No description available,FALSE
32733,Embryo LacZ,No description available,FALSE
32734,Embryo LacZ,No description available,FALSE
40745,MicroCT E14.5-E15.5,No description available,FALSE
40746,MicroCT E14.5-E15.5,No description available,FALSE
40747,MicroCT E14.5-E15.5,No description available,FALSE
40748,MicroCT E14.5-E15.5,No description available,FALSE
40749,MicroCT E14.5-E15.5,No description available,FALSE
40750,MicroCT E14.5-E15.5,No description available,FALSE
40751,MicroCT E14.5-E15.5,No description available,FALSE
40752,MicroCT E14.5-E15.5,No description available,FALSE
40753,MicroCT E14.5-E15.5,No description available,FALSE
40754,MicroCT E14.5-E15.5,No description available,FALSE
40755,MicroCT E14.5-E15.5,No description available,FALSE
40756,MicroCT E14.5-E15.5,No description available,FALSE
40757,MicroCT E14.5-E15.5,No description available,FALSE
40758,MicroCT E14.5-E15.5,No description available,FALSE
40759,MicroCT E14.5-E15.5,No description available,FALSE
40760,MicroCT E14.5-E15.5,No description available,FALSE
40761,MicroCT E14.5-E15.5,No description available,FALSE
46202,Gross Morphology Embryo E18.5,No description available,FALSE
46203,Gross Morphology Embryo E18.5,No description available,FALSE
46204,Gross Morphology Embryo E18.5,No description available,FALSE
46205,Gross Morphology Embryo E18.5,No description available,FALSE
46206,Gross Morphology Embryo E18.5,No description available,FALSE
46207,Gross Morphology Embryo E18.5,No description available,FALSE
46208,Gross Morphology Embryo E18.5,No description available,FALSE
46209,Gross Morphology Embryo E18.5,No description available,FALSE
46210,Gross Morphology Embryo E18.5,No description available,FALSE
46211,Gross Morphology Embryo E18.5,No description available,FALSE
46212,Gross Morphology Embryo E18.5,No description available,FALSE
46213,Gross Morphology Embryo E18.5,No description available,FALSE
