"impcParameterOrigId","name","description","parameterId"
72231,"Embryo reconstruction",NA,"IMPC_EML_001_001"
73097,"Embryo size",NA,"IMPC_EMA_024_001"
41918,"Embryo turning","embryo_turning","IMPC_GEL_011_001"
44827,"Embryo weight","embryo_weight","IMPC_GEP_023_001"
41916,"Embryogenesis Phenotype","embryogenesis_phenotype","IMPC_GEL_009_001"
33536,"End Date","end_date","IMPC_HOU_005_001"
38992,"End date","end_date","IMPC_EXD_005_001"
28675,"End-Diastolic Diameter",NA,"IMPC_ECH_002_001"
28674,"End-Systolic Diameter",NA,"IMPC_ECH_001_001"
18432,"Enhanced pause (Penh)",NA,"IMPC_CHL_012_001"
52114,"Entry way dimensions (L x W x H in mm)","entry_way_dimensions_l_x_w_x_h_in_mm","IMPC_LDT_031_001"
68007,"Enzyme buffer catalog number",NA,"IMPC_IMM_115_002"
34662,"Enzyme buffer catalog number",NA,"IMPC_IMM_115_001"
68006,"Enzyme buffer manufacturer",NA,"IMPC_IMM_114_002"
34661,"Enzyme buffer manufacturer",NA,"IMPC_IMM_114_001"
29808,"Eosinophil cell count","A white blood cell (WBC) count measures the number of white blood cells in your blood. A WBC differential determines the percentage of each type of white blood cell present in your blood. A differential can also detect immature white blood cells or any abnormalities both of which are signs of a potential problem.","IMPC_HEM_036_001"
29807,"Eosinophil differential count","A white blood cell (WBC) count measures the number of white blood cells in your blood. A WBC differential determines the percentage of each type of white blood cell present in your blood. A differential can also detect immature white blood cells or any abnormalities both of which are signs of a potential problem.","IMPC_HEM_035_001"
34597,"Eosinophils",NA,"IMPC_IMM_052_001"
67954,"Eosinophils - % of live leukocytes (Panel B)",NA,"IMPC_IMM_052_002"
68129,"Eosinophils - cell count",NA,"IMPC_IMM_237_001"
27669,"Epididymis",NA,"IMPC_ALZ_102_001"
36961,"Epididymis","epididymis","IMPC_PAT_025_002"
48262,"Epididymis",NA,"IMPC_HIS_324_001"
48117,"Epididymis - Description",NA,"IMPC_HIS_150_001"
75536,"Epididymis - Descriptor PATO",NA,"IMPC_HIS_149_001"
48116,"Epididymis - Descriptor PATO",NA,"IMPC_HIS_149_001"
48113,"Epididymis - Free text diagnostic term",NA,"IMPC_HIS_146_001"
75537,"Epididymis - MA term",NA,"IMPC_HIS_356_001"
48112,"Epididymis - MPATH diagnostic term",NA,"IMPC_HIS_145_001"
75538,"Epididymis - MPATH pathological entity term",NA,"IMPC_HIS_145_002"
75539,"Epididymis - MPATH pathological process term",NA,"IMPC_HIS_147_002"
48114,"Epididymis - MPATH process term",NA,"IMPC_HIS_147_001"
48115,"Epididymis - Severity score",NA,"IMPC_HIS_148_001"
48312,"Epididymis - Significance score",NA,"IMPC_HIS_203_002"
47817,"Epididymis weight","epididymis_weight","IMPC_OWT_005_001"
47824,"Epididymis weight to body weight ratio","epididymis_weight_to_body_weight_ratio","IMPC_OWT_012_001"
73141,"Epiglottis",NA,"IMPC_EMA_068_001"
52315,"Epiglottis","epiglottis","IMPC_EMO_046_001"
89751,"Equipment ID",NA,"IMPC_ECG_016_001"
44533,"Equipment ID","equipment_id","IMPC_GEO_052_001"
17591,"Equipment ID","equipment_name","IMPC_GRS_005_001"
73076,"Equipment ID",NA,"IMPC_EMA_003_001"
89752,"Equipment Manufacturer",NA,"IMPC_ECG_017_001"
44534,"Equipment Manufacturer","equipment_manufacturer","IMPC_GEO_053_001"
73077,"Equipment Manufacturer",NA,"IMPC_EMA_004_001"
89753,"Equipment Model",NA,"IMPC_ECG_018_001"
44535,"Equipment Model","equipment_model","IMPC_GEO_054_001"
73078,"Equipment Model",NA,"IMPC_EMA_005_001"
67253,"Equipment Version",NA,"IMPC_EML_006_001"
73079,"Equipment Version",NA,"IMPC_EMA_006_001"
36975,"Equipment manufacturer",NA,"IMPC_PAT_060_002"
18999,"Equipment manufacturer","equipment_manufactuer","IMPC_DXA_012_001"
17592,"Equipment manufacturer","equipment_manufacturer","IMPC_GRS_006_001"
17599,"Equipment model",NA,"IMPC_GRS_013_001"
18115,"Equipment model","equipment","IMPC_CAL_016_001"
17748,"Equipment model","equipment_model","IMPC_ACS_028_001"
67969,"Equipment name",NA,"IMPC_IMM_077_002"
73151,"Esophagus",NA,"IMPC_EMA_078_001"
27586,"Esophagus","esophagus","IMPC_ALZ_019_001"
48245,"Esophagus",NA,"IMPC_HIS_307_001"
48015,"Esophagus - Description",NA,"IMPC_HIS_048_001"
75540,"Esophagus - Descriptor PATO",NA,"IMPC_HIS_047_001"
48014,"Esophagus - Descriptor PATO",NA,"IMPC_HIS_047_001"
48011,"Esophagus - Free text diagnostic term",NA,"IMPC_HIS_044_001"
75541,"Esophagus - MA term",NA,"IMPC_HIS_357_001"
48010,"Esophagus - MPATH diagnostic term",NA,"IMPC_HIS_043_001"
75542,"Esophagus - MPATH pathological entity term",NA,"IMPC_HIS_043_002"
75543,"Esophagus - MPATH pathological process term",NA,"IMPC_HIS_045_002"
48012,"Esophagus - MPATH process term",NA,"IMPC_HIS_045_001"
48013,"Esophagus - Severity score",NA,"IMPC_HIS_046_001"
48295,"Esophagus - Significance score",NA,"IMPC_HIS_186_002"
44551,"Exencephaly","exencephaly","IMPC_GEO_041_002"
52318,"Exoccipital bone","exoccipital_bone","IMPC_EMO_049_001"
32724,"Experimental category",NA,"IMPC_ELZ_083_001"
27662,"Experimental category","experimental_category","IMPC_ALZ_095_001"
17598,"Experimenter ID",NA,"IMPC_GRS_012_001"
17734,"Experimenter ID","experimenter","IMPC_ACS_014_001"
44532,"Experimenter ID","experimenter_id","IMPC_GEO_051_001"
73075,"Experimenter ID",NA,"IMPC_EMA_002_001"
51617,"Experimenter ID  day 2","experimenter_id_day_2","IMPC_FEA_073_001"
19277,"Experimenter ID (analysis)","experimenter_analysis_","IMPC_XRY_042_001"
19276,"Experimenter ID (scan)","experimenter_scan_","IMPC_XRY_041_001"
51618,"Experimenter ID day 2 cue","experimenter_id_day_2_cue","IMPC_FEA_074_001"
18429,"Expiratory time (Te)",NA,"IMPC_CHL_009_001"
29241,"Extension of stimulus levels","extension_of_stimulus_levels","IMPC_ABR_035_001"
32691,"External ear",NA,"IMPC_ELZ_049_001"
41920,"Extraembryonic tissue morphology","extraembryonic_tissue_morphology","IMPC_GEL_013_001"
32693,"Eye",NA,"IMPC_ELZ_051_001"
27571,"Eye","eye","IMPC_ALZ_004_001"
75729,"Eye - Description",NA,"IMPC_HIS_012_001"
75544,"Eye - Descriptor PATO",NA,"IMPC_HIS_011_001"
75730,"Eye - Free text diagnostic term",NA,"IMPC_HIS_008_001"
75545,"Eye - MA term",NA,"IMPC_HIS_358_001"
75546,"Eye - MPATH pathological entity term",NA,"IMPC_HIS_007_002"
75547,"Eye - MPATH pathological process term",NA,"IMPC_HIS_009_002"
75731,"Eye - Severity score",NA,"IMPC_HIS_010_001"
75732,"Eye - Significance score",NA,"IMPC_HIS_180_002"
22662,"Eye 1 with optic nerve (optic nerve parallel to cassette surface)","eye_1_with_optic_nerve_optic_nerve_parallel_to_cassette_surface_","IMPC_BLK_011_001"
22663,"Eye 2 with optic nerve (within skull)","eye_2_with_optic_nerve_within_skull_","IMPC_BLK_012_001"
46582,"Eye Hemorrhage or Blood Presence","eye_hemorrhage_or_blood_presence","IMPC_EYE_003_001"
44528,"Eye Morphology","eye_morphology","IMPC_GEO_045_001"
44529,"Eye Size","eye_size","IMPC_GEO_046_001"
41947,"Eye development","eye_development","IMPC_GEL_040_001"
36982,"Eye fixative",NA,"IMPC_PAT_036_001"
36938,"Eye with optic nerve","eye_with_optic_nerve","IMPC_PAT_002_002"
48239,"Eye with optic nerve",NA,"IMPC_HIS_301_001"
47979,"Eye with optic nerve - Description",NA,"IMPC_HIS_012_001"
47978,"Eye with optic nerve - Descriptor PATO",NA,"IMPC_HIS_011_001"
47975,"Eye with optic nerve - Free text diagnostic term",NA,"IMPC_HIS_008_001"
47974,"Eye with optic nerve - MPATH diagnostic term",NA,"IMPC_HIS_007_001"
47976,"Eye with optic nerve - MPATH process term",NA,"IMPC_HIS_009_001"
47977,"Eye with optic nerve - Severity score",NA,"IMPC_HIS_010_001"
48289,"Eye with optic nerve - Significance score",NA,"IMPC_HIS_180_002"
52319,"Eyelid","eyelid","IMPC_EMO_050_001"
46584,"Eyelid closure","eyelid_closure","IMPC_EYE_005_001"
46583,"Eyelid morphology","eyelid_morphology","IMPC_EYE_004_001"
73137,"Eyelids",NA,"IMPC_EMA_064_001"
68005,"FACS buffer catalog number",NA,"IMPC_IMM_113_002"
34660,"FACS buffer catalog number",NA,"IMPC_IMM_113_001"
68004,"FACS buffer manufacturer",NA,"IMPC_IMM_112_002"
34659,"FACS buffer manufacturer",NA,"IMPC_IMM_112_001"
67987,"FCS repository reference (URL/ID)",NA,"IMPC_IMM_095_002"
7639,"FDR thresholds for determinents",NA,"IMPC_MAA_004_001"
7640,"FDR thresholds for intensities",NA,"IMPC_MAA_005_001"
68010,"FSC/SSC Singlets (Panel A)",NA,"IMPC_IMM_118_001"
68055,"FSC/SSC Singlets (Panel B)",NA,"IMPC_IMM_163_001"
44545,"Facial Cleft","facial_cleft","IMPC_GEO_017_002"
44823,"Facial Morphology","facial_morphology","IMPC_GEP_017_001"
45479,"Facial cleft",NA,"IMPC_GEM_063_001"
45480,"Facial hypoplasia",NA,"IMPC_GEM_064_001"
41914,"Failure heart looping","failure_heart_looping","IMPC_GEL_007_001"
44884,"Failure of Eyelid Fusion","failure_of_eyelid_fusion","IMPC_GEP_061_002"
18310,"Fasted blood glucose concentration",NA,"IMPC_IPG_010_001"
37433,"Fasting",NA,"IMPC_CBC_057_001"
18989,"Fat mass","fat_mass","IMPC_DXA_002_001"
18996,"Fat/Body weight","fat_body_weight","IMPC_DXA_009_001"
52062,"Feacal boli (count)","feacal_boli_count","IMPC_YMZ_010_001"
31402,"Female age earliest start",NA,"IMPC_VIA_026_001"
66133,"Female age earliest start",NA,"IMPC_VIA_026_001"
31403,"Female age oldest end",NA,"IMPC_VIA_027_001"
66134,"Female age oldest end",NA,"IMPC_VIA_027_001"
66106,"Female parents genotype","Genotype of female parent(s)","IMPC_VIA_036_001"
73206,"Femur",NA,"IMPC_EMA_133_001"
19259,"Femur","femur","IMPC_XRY_024_001"
36985,"Femur",NA,"IMPC_PAT_064_001"
48166,"Femur - Description",NA,"IMPC_HIS_228_001"
75548,"Femur - Descriptor PATO",NA,"IMPC_HIS_227_001"
48165,"Femur - Descriptor PATO",NA,"IMPC_HIS_227_001"
48162,"Femur - Free text diagnostic term",NA,"IMPC_HIS_224_001"
75549,"Femur - MA term",NA,"IMPC_HIS_359_001"
48161,"Femur - MPATH diagnostic term",NA,"IMPC_HIS_223_001"
75550,"Femur - MPATH pathological entity term",NA,"IMPC_HIS_223_002"
75551,"Femur - MPATH pathological process term",NA,"IMPC_HIS_225_002"
48163,"Femur - MPATH process term",NA,"IMPC_HIS_225_001"
48164,"Femur - Severity score",NA,"IMPC_HIS_226_001"
48167,"Femur - Significance score",NA,"IMPC_HIS_229_001"
32655,"Femur pre-cartilage condensation",NA,"IMPC_ELZ_013_001"
37407,"Ferritin","ferritin","IMPC_CBC_030_001"
73207,"Fibula",NA,"IMPC_EMA_134_001"
19261,"Fibula","fibula","IMPC_XRY_026_001"
29800,"Fight wounds",NA,"IMPC_HEM_028_001"
44536,"Fixative","fixative","IMPC_GEO_055_001"
18437,"Flow at point 50% TV expired (EF50)",NA,"IMPC_CHL_017_001"
34611,"Follicular B Cells",NA,"IMPC_IMM_066_001"
34612,"Follicular B Cells (CD21/35+)",NA,"IMPC_IMM_067_001"
68066,"Follicular B cells  - % of B cells",NA,"IMPC_IMM_174_001"
67964,"Follicular B cells  - % of B cells (Panel B)",NA,"IMPC_IMM_067_002"
68117,"Follicular B cells - cell count",NA,"IMPC_IMM_225_001"
32652,"Footplate",NA,"IMPC_ELZ_010_001"
32646,"Forearm",NA,"IMPC_ELZ_004_001"
32685,"Forebrain",NA,"IMPC_ELZ_043_001"
41935,"Forebrain","forebrain","IMPC_GEL_028_001"
72177,"Forebrain",NA,"IMPC_EOL_016_001"
42952,"Forebrain development","forebrain_development","IMPC_GEM_037_001"
45484,"Forebrain morphology",NA,"IMPC_GEM_068_001"
72208,"Foregut",NA,"IMPC_EOL_047_001"
32645,"Forelimb",NA,"IMPC_ELZ_003_001"
17588,"Forelimb and hindlimb grip strength measurement","forelimb_and_hindlimb_grip_strength_measurement","IMPC_GRS_002_001"
17595,"Forelimb and hindlimb grip strength measurement mean","forelimb_and_hindlimb_grip_strength_measurement_mean","IMPC_GRS_009_001"
17597,"Forelimb and hindlimb grip strength normalised against body weight","forelimb_and_hindlimb_grip_strength_normalised_against_body_weight","IMPC_GRS_011_001"
72200,"Forelimb bud",NA,"IMPC_EOL_039_001"
38175,"Forelimb digit - number","forelimb_digit_number","IMPC_CSD_044_002"
38177,"Forelimb digit - shape","forelimb_digit_shape","IMPC_CSD_048_002"
38137,"Forelimb digit - size","forelimb_digit_size","IMPC_CSD_046_001"
17587,"Forelimb grip strength measurement","forelimb_grip_strength_measurement","IMPC_GRS_001_001"
17594,"Forelimb grip strength measurement mean","forelimb_grip_strength_measurement_mean","IMPC_GRS_008_001"
17596,"Forelimb grip strength normalised against body weight","forelimb_grip_strength_normalised_against_body_weight","IMPC_GRS_010_001"
38182,"Forelimb nail - length","forelimb_nail_length","IMPC_CSD_052_002"
38179,"Forelimb nail - number","forelimb_nail_number","IMPC_CSD_050_002"
38183,"Forelimb nail - shape","forelimb_nail_shape","IMPC_CSD_054_002"
38115,"Forelimbs - position","forelimbs_position","IMPC_CSD_017_001"
38116,"Forelimbs - shape","forelimbs_shape","IMPC_CSD_018_001"
38117,"Forelimbs - size","forelimbs_size","IMPC_CSD_019_001"
38173,"Forepaw - shape","forepaw_shape","IMPC_CSD_042_002"
38171,"Forepaw - size","forepaw_size","IMPC_CSD_040_002"
91496,"Formalin Concentration",NA,"IMPC_FOR_008_001"
28678,"Fractional Shortening",NA,"IMPC_ECH_005_001"
31392,"Free Comment",NA,"IMPC_VIA_016_001"
19289,"Free Ontology",NA,"IMPC_XRY_054_001"
27644,"Free Ontology","free_ontology","IMPC_ALZ_077_001"
27645,"Free Ontology Annotation reason","free_ontology_annotation_reason","IMPC_ALZ_078_001"
37403,"Free fatty acids","free_fatty_acids","IMPC_CBC_026_001"
32707,"Free ontology",NA,"IMPC_ELZ_065_001"
32708,"Free ontology annotation reason",NA,"IMPC_ELZ_066_001"
32709,"Free text comment",NA,"IMPC_ELZ_067_001"
27646,"Free text comment","free_text_comment","IMPC_ALZ_079_001"
67598,"Free-text comments","Free-text comments describing the welfare issue(s)","IMPC_WEL_002_001"
51621,"Freeze definition","freeze_definition","IMPC_FEA_077_001"
51648,"Freeze definition (minimum motion index)","freeze_definition_minimum_motion_index","IMPC_FEA_104_001"
18422,"Frequency of breathing (f)",NA,"IMPC_CHL_002_001"
38994,"Frequency of controls","frequency_of_controls","IMPC_EXD_007_001"
32696,"Fronto-nasal process",NA,"IMPC_ELZ_054_001"
37397,"Fructosamine","fructosamine","IMPC_CBC_020_001"
46597,"Fusion between cornea and lens","fusion_between_cornea_and_lens","IMPC_EYE_018_001"
19296,"Fusion of processes",NA,"IMPC_XRY_061_001"
19246,"Fusion of ribs","fusion_of_ribs","IMPC_XRY_011_001"
19254,"Fusion of vertebrae","fusion_of_vertebrae","IMPC_XRY_019_001"
38131,"Gait","gait","IMPC_CSD_033_001"
27623,"Gall Bladder","gall_bladder","IMPC_ALZ_056_001"
36947,"Gall bladder","gall_bladder","IMPC_PAT_011_002"
48248,"Gall bladder",NA,"IMPC_HIS_310_001"
48033,"Gall bladder - Description",NA,"IMPC_HIS_066_001"
75552,"Gall bladder - Descriptor PATO",NA,"IMPC_HIS_065_001"
48032,"Gall bladder - Descriptor PATO",NA,"IMPC_HIS_065_001"
48029,"Gall bladder - Free text diagnostic term",NA,"IMPC_HIS_062_001"
75553,"Gall bladder - MA term",NA,"IMPC_HIS_360_001"
48028,"Gall bladder - MPATH diagnostic term",NA,"IMPC_HIS_061_001"
75554,"Gall bladder - MPATH pathological entity term",NA,"IMPC_HIS_061_002"
75555,"Gall bladder - MPATH pathological process term",NA,"IMPC_HIS_063_002"
48030,"Gall bladder - MPATH process term",NA,"IMPC_HIS_063_001"
48031,"Gall bladder - Severity score",NA,"IMPC_HIS_064_001"
48298,"Gall bladder - Significance score",NA,"IMPC_HIS_189_002"
73195,"Gallbladder",NA,"IMPC_EMA_122_001"
52325,"Gallbladder","gallbladder","IMPC_EMO_056_001"
44548,"Gastroschisis (herniated abdominal wall)","gastroschisis_herniated_abdominal_wall","IMPC_GEO_026_002"
44240,"Gastroschisis (herniated abdominal wall)",NA,"IMPC_GEM_034_002"
42961,"Gastrulation","abnormal_gastrulation","IMPC_GEM_046_001"
66104,"Gene category","Type of gene inheritance pattern","IMPC_VIA_034_001"
46621,"General Anesthetic","general_anesthetic","IMPC_EYE_045_001"
17590,"General comments about the mouse","general_comments_about_the_mouse","IMPC_GRS_004_001"
38997,"Genetic background","genetic_background","IMPC_EXD_010_001"
38156,"Genitalia - morphology","genitalia_morphology","IMPC_CSD_073_001"
38154,"Genitalia - presence","genitalia_presence","IMPC_CSD_071_001"
38155,"Genitalia - size","genitalia_size","IMPC_CSD_072_001"
37395,"Glucose","glucose","IMPC_CBC_018_001"
52326,"Gluteus maximus ","gluteus_maximus","IMPC_EMO_057_001"
37404,"Glycerol","glycerol","IMPC_CBC_027_001"
37428,"Glycosilated hemoglobin A1c (HbA1c)",NA,"IMPC_CBC_052_001"
27616,"Gonadal fat pad","adipose_gonad","IMPC_ALZ_049_001"
67952,"Granulocytes - % of live leukocytes (Panel B)",NA,"IMPC_IMM_050_002"
68128,"Granulocytes - cell count",NA,"IMPC_IMM_236_001"
17593,"Grid model","grid_model","IMPC_GRS_007_001"
27338,"Gross Findings Female",NA,"IMPC_FER_019_001"
27320,"Gross Findings Male","gross_findings","IMPC_FER_001_001"
32665,"Gut",NA,"IMPC_ELZ_023_001"
19005,"HAW",NA,"IMPC_DXA_018_001"
37393,"HDL-cholesterol","hdl_cholesterol","IMPC_CBC_016_001"
89738,"HR",NA,"IMPC_ECG_002_001"
89745,"HRV",NA,"IMPC_ECG_010_001"
32650,"Handplate",NA,"IMPC_ELZ_008_001"
27624,"Harderian Gland","hardarian_gland","IMPC_ALZ_057_001"
32644,"Head",NA,"IMPC_ELZ_002_001"
38163,"Head bobbing","head_bobbing","IMPC_CSD_080_001"
32656,"Head mesenchyme",NA,"IMPC_ELZ_014_001"
38124,"Head morphology","head_morphology","IMPC_CSD_026_001"
44507,"Head shape","head_shape","IMPC_GEO_015_001"
44508,"Head size","head_size","IMPC_GEO_016_001"
44511,"Hearing/Vestibular/Ear","hearing_vestibular_ear","IMPC_GEO_021_001"
42935,"Hearing/Vestibular/Ear Phenotype","hearing_vestibular_ear_phenotype","IMPC_GEM_020_001"
32678,"Heart",NA,"IMPC_ELZ_036_001"
27572,"Heart","heart","IMPC_ALZ_005_001"
48243,"Heart",NA,"IMPC_HIS_305_001"
48003,"Heart - Description",NA,"IMPC_HIS_036_001"
75556,"Heart - Descriptor PATO",NA,"IMPC_HIS_035_001"
48002,"Heart - Descriptor PATO",NA,"IMPC_HIS_035_001"
47999,"Heart - Free text diagnostic term",NA,"IMPC_HIS_032_001"
75557,"Heart - MA term",NA,"IMPC_HIS_361_001"
47998,"Heart - MPATH diagnostic term",NA,"IMPC_HIS_031_001"
75558,"Heart - MPATH pathological entity term",NA,"IMPC_HIS_031_002"
75559,"Heart - MPATH pathological process term",NA,"IMPC_HIS_033_002"
48000,"Heart - MPATH process term",NA,"IMPC_HIS_033_001"
48001,"Heart - Severity score",NA,"IMPC_HIS_034_001"
48293,"Heart - Significance score",NA,"IMPC_HIS_184_002"
44500,"Heart Development","heart_development","IMPC_GEO_005_001"
44502,"Heart Morphology","heart_morphology","IMPC_GEO_008_001"
73175,"Heart atrium",NA,"IMPC_EMA_102_001"
52293,"Heart atrium","heart_atrium","IMPC_EMO_024_001"
45481,"Heart looping",NA,"IMPC_GEM_065_001"
45482,"Heart morphology",NA,"IMPC_GEM_066_001"
73176,"Heart ventricle",NA,"IMPC_EMA_103_001"
52438,"Heart ventricle","heart_ventricle","IMPC_EMO_169_001"
72195,"Heart ventricle",NA,"IMPC_EOL_034_001"
22507,"Heart weight","heart_weight","IMPC_HWT_008_001"
22513,"Heart weight normalised against body weight",NA,"IMPC_HWT_012_001"
22514,"Heart weight normalised against tibia length",NA,"IMPC_HWT_013_001"
18104,"Heat production (metabolic rate)","heat_production_metabolic_rate_","IMPC_CAL_005_001"
30963,"Height from platform to lid assembly",NA,"IMPC_CAL_029_001"
16409,"Height of the wall","height_of_the_wall","IMPC_OFD_030_001"
29777,"Hematocrit","hematocrit","IMPC_HEM_004_001"
71974,"Hemizygous males viability","Outcome of viability assessment for hemizygous males","IMPC_VIA_065_001"
29776,"Hemoglobin","hemoglobin","IMPC_HEM_003_001"
37421,"Hemolysis status","hemolysis_status","IMPC_CBC_048_001"
44543,"Hemorrhage","hemorrhage","IMPC_GEO_009_002"
45493,"Hemorrhage",NA,"IMPC_GEM_077_001"
52327,"Hepatic duct","hepatic_duct","IMPC_EMO_058_001"
72198,"Hepatic primordium",NA,"IMPC_EOL_037_001"
92845,"Heterozygous - Gross Findings Female",NA,"IMPC_FER_025_001"
92844,"Heterozygous - Gross Findings Male",NA,"IMPC_FER_024_001"
71975,"Heterozygous animals viability","Outcome of viability assessment for heterozygous animals","IMPC_VIA_066_001"
52330,"Hindbrain","hindbrain","IMPC_EMO_061_001"
32733,"Hindbrain",NA,"IMPC_ELZ_092_001"
42954,"Hindbrain development","hindbrain_development","IMPC_GEM_039_001"
45485,"Hindbrain morphology",NA,"IMPC_GEM_069_001"
73101,"Hindbrain subarachnoid space",NA,"IMPC_EMA_028_001"
73203,"Hindgut",NA,"IMPC_EMA_130_001"
52331,"Hindgut","hindgut","IMPC_EMO_062_001"
72199,"Hindgut",NA,"IMPC_EOL_038_001"
32651,"Hindlimb",NA,"IMPC_ELZ_009_001"
27625,"Hindlimb","hind_limb","IMPC_ALZ_058_001"
38176,"Hindlimb digit - number","hindlimb_digit_number","IMPC_CSD_045_002"
38178,"Hindlimb digit - shape","hindlimb_digit_shape","IMPC_CSD_049_002"
38138,"Hindlimb digit - size","hindlimb_digit_size","IMPC_CSD_047_001"
38181,"Hindlimb nail - length","hindlimb_nail_length","IMPC_CSD_053_002"
38180,"Hindlimb nail - number","hindlimb_nail_number","IMPC_CSD_051_002"
38184,"Hindlimb nail - shape","hindlimb_nail_shape","IMPC_CSD_055_002"
38118,"Hindlimbs - position","hindlimbs_position","IMPC_CSD_020_001"
38119,"Hindlimbs - shape","hindlimbs_shape","IMPC_CSD_021_001"
38120,"Hindlimbs - size","hindlimbs_size","IMPC_CSD_022_001"
38174,"Hindpaw - shape","hindpaw_shape","IMPC_CSD_043_002"
38172,"Hindpaw - size","hindpaw_size","IMPC_CSD_041_002"
52332,"Hip","hip","IMPC_EMO_063_001"
73205,"Hip joint",NA,"IMPC_EMA_132_001"
73108,"Hippocampus",NA,"IMPC_EMA_035_001"
27602,"Hippocampus","hippocampus","IMPC_ALZ_035_001"
44552,"Holoprosencephaly","holoprosencephaly","IMPC_GEO_042_002"
44514,"Homeostasis/metabolism","homeostasis_metabolism","IMPC_GEO_024_001"
71976,"Homozygous animals viability","Outcome of viability assessment for homozygous animals","IMPC_VIA_067_001"
71973,"Homozygous females viability","Outcome of viability assessment for homozygous females","IMPC_VIA_064_001"
71972,"Homozygous males viability","Outcome of viability assessment for homozygous males","IMPC_VIA_063_001"
52096,"Horizontal activity","horizontal_activity","IMPC_LDT_013_001"
89686,"Housing - IVC ventilation","housing_ivc_ventilation","IMPC_HOU_019_001"
89694,"Housing - Racking system manufacturer","housing_rack_system_manufacturer","IMPC_HOU_075_001"
89687,"Housing - air changes per hour in the IVC unit (range)","housing_ivc_ventilation_managed","IMPC_HOU_071_001"
33552,"Housing - air changes per hour in the IVC unit - Maximum","housing_air_changes_per_hour_in_the_ivc_unit_maximum","IMPC_HOU_021_001"
33551,"Housing - air changes per hour in the IVC unit - Minimum","housing_air_changes_per_hour_in_the_ivc_unit_minimum","IMPC_HOU_020_001"
33553,"Housing - air changes per hour in the IVC unit - Units","housing_air_changes_per_hour_in_the_ivc_unit_units","IMPC_HOU_022_001"
89685,"Housing - air changes per hour in the room (range)","housing_air_changes_per_hour_in_the_room_range","IMPC_HOU_070_001"
33548,"Housing - air changes per hour in the room - Maximum","housing_air_changes_per_hour_in_the_room_maximum","IMPC_HOU_017_001"
33547,"Housing - air changes per hour in the room - Minimum","housing_air_changes_per_hour_in_the_room_minimum","IMPC_HOU_016_001"
33549,"Housing - air changes per hour in the room - Units","housing_air_changes_per_hour_in_the_room_units","IMPC_HOU_018_001"
89696,"Housing - animals per cage - Female maximum","housing_female_animals_per_cage_max","IMPC_HOU_077_001"
89697,"Housing - animals per cage - Female minimum","housing_female_animals_per_cage_min","IMPC_HOU_078_001"
89698,"Housing - animals per cage - Male maximum","housing_male_animals_per_cage_max","IMPC_HOU_079_001"
89699,"Housing - animals per cage - Male minimum","housing_male_animals_per_cage_min","IMPC_HOU_080_001"
33565,"Housing - animals per cage - Maximum","housing_animals_per_cage_maximum","IMPC_HOU_034_001"
33564,"Housing - animals per cage - Minimum","housing_animals_per_cage_minimum","IMPC_HOU_033_001"
89701,"Housing - bedding pre-treatment","housing_bedding_pre_treatment","IMPC_HOU_036_001"
89700,"Housing - bedding type","housing_bedding_type","IMPC_HOU_035_002"
89695,"Housing - cage dimensions (L x W x H in mm)","housing_cage_dimensions_lxwxh","IMPC_HOU_076_001"
33561,"Housing - cage dimensions - Height","housing_cage_dimensions_height","IMPC_HOU_030_001"
33562,"Housing - cage dimensions - Length","housing_cage_dimensions_length","IMPC_HOU_031_001"
33563,"Housing - cage dimensions - Width","housing_cage_dimensions_width","IMPC_HOU_032_001"
89702,"Housing - cage enrichment","housing_cage_enrichment","IMPC_HOU_037_002"
89692,"Housing - cage manufacturer","housing_cage_manufacturer","IMPC_HOU_073_001"
33560,"Housing - cage manufacturer and racking system","housing_cage_manufacturer_and_racking_system","IMPC_HOU_029_001"
89693,"Housing - cage model","housing_cage_model","IMPC_HOU_074_001"
33555,"Housing - can you quantify the light intensity range experienced","housing_can_you_quantify_the_light_intensity_range_experienced","IMPC_HOU_024_001"
89705,"Housing - frequency of animal welfare assessments","housing_frequency_of_animal_welfare_assessments","IMPC_HOU_081_001"
89703,"Housing - frequency of cage cleaning","housing_frequency_of_cage_cleaning","IMPC_HOU_038_001"
33570,"Housing - frequency of handling","housing_frequency_of_handling","IMPC_HOU_039_001"
89704,"Housing - frequency of handling (excluding phenotyping)","housing_frequency_of_handling","IMPC_HOU_039_002"
89689,"Housing - light intensity (range)","housing_light_intensity_range","IMPC_HOU_072_001"
33557,"Housing - light intensity range - Maximum","housing_light_intensity_range_maximum","IMPC_HOU_026_001"
33556,"Housing - light intensity range - Minimum","housing_light_intensity_range_minimum","IMPC_HOU_025_001"
89688,"Housing - light source","housing_light_source","IMPC_HOU_023_001"
89683,"Housing - relative humidity range","housing_relative_humidity_range","IMPC_HOU_069_001"
33545,"Housing - relative humidity range - Maximum","housing_relative_humidity_range_maximum","IMPC_HOU_014_001"
33544,"Housing - relative humidity range - Minimum","housing_relative_humidity_range_minimum","IMPC_HOU_013_001"
89682,"Housing - relative humidity regulated","housing_relative_humidity_regulated","IMPC_HOU_012_001"
89681,"Housing - temperature range","housing_temperature_range","IMPC_HOU_068_001"
33542,"Housing - temperature range - Maximum","housing_temperature_range_maximum","IMPC_HOU_011_001"
