"impcParameterOrigId","name","description","parameterId"
44533," Equipment ID"," equipment_id"," IMPC_GEO_052_001"
17591," Equipment ID"," equipment_name"," IMPC_GRS_005_001"
44534," Equipment Manufacturer"," equipment_manufacturer"," IMPC_GEO_053_001"
44535," Equipment Model"," equipment_model"," IMPC_GEO_054_001"
18999," Equipment manufacturer"," equipment_manufactuer"," IMPC_DXA_012_001"
17592," Equipment manufacturer"," equipment_manufacturer"," IMPC_GRS_006_001"
18115," Equipment model"," equipment"," IMPC_CAL_016_001"
17748," Equipment model"," equipment_model"," IMPC_ACS_028_001"
27586," Esophagus"," esophagus"," IMPC_ALZ_019_001"
44551," Exencephaly"," exencephaly"," IMPC_GEO_041_002"
27662," Experimental category"," experimental_category"," IMPC_ALZ_095_001"
17734," Experimenter ID"," experimenter"," IMPC_ACS_014_001"
44532," Experimenter ID"," experimenter_id"," IMPC_GEO_051_001"
51617," Experimenter ID  day 2"," experimenter_id_day_2"," IMPC_FEA_073_001"
19277," Experimenter ID (analysis)"," experimenter_analysis_"," IMPC_XRY_042_001"
19276," Experimenter ID (scan)"," experimenter_scan_"," IMPC_XRY_041_001"
51618," Experimenter ID day 2 cue"," experimenter_id_day_2_cue"," IMPC_FEA_074_001"
29241," Extension of stimulus levels"," extension_of_stimulus_levels"," IMPC_ABR_035_001"
41920," Extraembryonic tissue morphology"," extraembryonic_tissue_morphology"," IMPC_GEL_013_001"
27571," Eye"," eye"," IMPC_ALZ_004_001"
22662," Eye 1 with optic nerve (optic nerve parallel to cassette surface)"," eye_1_with_optic_nerve_optic_nerve_parallel_to_cassette_surface_"," IMPC_BLK_011_001"
22663," Eye 2 with optic nerve (within skull)"," eye_2_with_optic_nerve_within_skull_"," IMPC_BLK_012_001"
46582," Eye Hemorrhage or Blood Presence"," eye_hemorrhage_or_blood_presence"," IMPC_EYE_003_001"
44528," Eye Morphology"," eye_morphology"," IMPC_GEO_045_001"
44529," Eye Size"," eye_size"," IMPC_GEO_046_001"
41947," Eye development"," eye_development"," IMPC_GEL_040_001"
36938," Eye with optic nerve"," eye_with_optic_nerve"," IMPC_PAT_002_002"
46584," Eyelid closure"," eyelid_closure"," IMPC_EYE_005_001"
46583," Eyelid morphology"," eyelid_morphology"," IMPC_EYE_004_001"
44545," Facial Cleft"," facial_cleft"," IMPC_GEO_017_002"
44823," Facial Morphology"," facial_morphology"," IMPC_GEP_017_001"
41914," Failure heart looping"," failure_heart_looping"," IMPC_GEL_007_001"
44884," Failure of Eyelid Fusion"," failure_of_eyelid_fusion"," IMPC_GEP_061_002"
18989," Fat mass"," fat_mass"," IMPC_DXA_002_001"
18996," Fat/Body weight"," fat_body_weight"," IMPC_DXA_009_001"
52062," Feacal boli (count)"," feacal_boli_count"," IMPC_YMZ_010_001"
66106," Female parents genotype"," Genotype of female parent(s)"," IMPC_VIA_036_001"
19259," Femur"," femur"," IMPC_XRY_024_001"
37407," Ferritin"," ferritin"," IMPC_CBC_030_001"
19261," Fibula"," fibula"," IMPC_XRY_026_001"
44536," Fixative"," fixative"," IMPC_GEO_055_001"
41935," Forebrain"," forebrain"," IMPC_GEL_028_001"
42952," Forebrain development"," forebrain_development"," IMPC_GEM_037_001"
17588," Forelimb and hindlimb grip strength measurement"," forelimb_and_hindlimb_grip_strength_measurement"," IMPC_GRS_002_001"
17595," Forelimb and hindlimb grip strength measurement mean"," forelimb_and_hindlimb_grip_strength_measurement_mean"," IMPC_GRS_009_001"
17597," Forelimb and hindlimb grip strength normalised against body weight"," forelimb_and_hindlimb_grip_strength_normalised_against_body_weight"," IMPC_GRS_011_001"
38175," Forelimb digit - number"," forelimb_digit_number"," IMPC_CSD_044_002"
38177," Forelimb digit - shape"," forelimb_digit_shape"," IMPC_CSD_048_002"
38137," Forelimb digit - size"," forelimb_digit_size"," IMPC_CSD_046_001"
17587," Forelimb grip strength measurement"," forelimb_grip_strength_measurement"," IMPC_GRS_001_001"
17594," Forelimb grip strength measurement mean"," forelimb_grip_strength_measurement_mean"," IMPC_GRS_008_001"
17596," Forelimb grip strength normalised against body weight"," forelimb_grip_strength_normalised_against_body_weight"," IMPC_GRS_010_001"
38182," Forelimb nail - length"," forelimb_nail_length"," IMPC_CSD_052_002"
38179," Forelimb nail - number"," forelimb_nail_number"," IMPC_CSD_050_002"
38183," Forelimb nail - shape"," forelimb_nail_shape"," IMPC_CSD_054_002"
38115," Forelimbs - position"," forelimbs_position"," IMPC_CSD_017_001"
38116," Forelimbs - shape"," forelimbs_shape"," IMPC_CSD_018_001"
38117," Forelimbs - size"," forelimbs_size"," IMPC_CSD_019_001"
38173," Forepaw - shape"," forepaw_shape"," IMPC_CSD_042_002"
38171," Forepaw - size"," forepaw_size"," IMPC_CSD_040_002"
27644," Free Ontology"," free_ontology"," IMPC_ALZ_077_001"
27645," Free Ontology Annotation reason"," free_ontology_annotation_reason"," IMPC_ALZ_078_001"
37403," Free fatty acids"," free_fatty_acids"," IMPC_CBC_026_001"
27646," Free text comment"," free_text_comment"," IMPC_ALZ_079_001"
51621," Freeze definition"," freeze_definition"," IMPC_FEA_077_001"
51648," Freeze definition (minimum motion index)"," freeze_definition_minimum_motion_index"," IMPC_FEA_104_001"
38994," Frequency of controls"," frequency_of_controls"," IMPC_EXD_007_001"
37397," Fructosamine"," fructosamine"," IMPC_CBC_020_001"
46597," Fusion between cornea and lens"," fusion_between_cornea_and_lens"," IMPC_EYE_018_001"
19246," Fusion of ribs"," fusion_of_ribs"," IMPC_XRY_011_001"
19254," Fusion of vertebrae"," fusion_of_vertebrae"," IMPC_XRY_019_001"
38131," Gait"," gait"," IMPC_CSD_033_001"
27623," Gall Bladder"," gall_bladder"," IMPC_ALZ_056_001"
36947," Gall bladder"," gall_bladder"," IMPC_PAT_011_002"
44548," Gastroschisis (herniated abdominal wall)"," gastroschisis_herniated_abdominal_wall"," IMPC_GEO_026_002"
42961," Gastrulation"," abnormal_gastrulation"," IMPC_GEM_046_001"
66104," Gene category"," Type of gene inheritance pattern"," IMPC_VIA_034_001"
46621," General Anesthetic"," general_anesthetic"," IMPC_EYE_045_001"
17590," General comments about the mouse"," general_comments_about_the_mouse"," IMPC_GRS_004_001"
38997," Genetic background"," genetic_background"," IMPC_EXD_010_001"
38156," Genitalia - morphology"," genitalia_morphology"," IMPC_CSD_073_001"
38154," Genitalia - presence"," genitalia_presence"," IMPC_CSD_071_001"
38155," Genitalia - size"," genitalia_size"," IMPC_CSD_072_001"
37395," Glucose"," glucose"," IMPC_CBC_018_001"
37404," Glycerol"," glycerol"," IMPC_CBC_027_001"
27616," Gonadal fat pad"," adipose_gonad"," IMPC_ALZ_049_001"
17593," Grid model"," grid_model"," IMPC_GRS_007_001"
27320," Gross Findings Male"," gross_findings"," IMPC_FER_001_001"
37393," HDL-cholesterol"," hdl_cholesterol"," IMPC_CBC_016_001"
27624," Harderian Gland"," hardarian_gland"," IMPC_ALZ_057_001"
38163," Head bobbing"," head_bobbing"," IMPC_CSD_080_001"
38124," Head morphology"," head_morphology"," IMPC_CSD_026_001"
44507," Head shape"," head_shape"," IMPC_GEO_015_001"
44508," Head size"," head_size"," IMPC_GEO_016_001"
44511," Hearing/Vestibular/Ear"," hearing_vestibular_ear"," IMPC_GEO_021_001"
42935," Hearing/Vestibular/Ear Phenotype"," hearing_vestibular_ear_phenotype"," IMPC_GEM_020_001"
27572," Heart"," heart"," IMPC_ALZ_005_001"
44500," Heart Development"," heart_development"," IMPC_GEO_005_001"
44502," Heart Morphology"," heart_morphology"," IMPC_GEO_008_001"
22507," Heart weight"," heart_weight"," IMPC_HWT_008_001"
18104," Heat production (metabolic rate)"," heat_production_metabolic_rate_"," IMPC_CAL_005_001"
16409," Height of the wall"," height_of_the_wall"," IMPC_OFD_030_001"
29777," Hematocrit"," hematocrit"," IMPC_HEM_004_001"
71974," Hemizygous males viability"," Outcome of viability assessment for hemizygous males"," IMPC_VIA_065_001"
29776," Hemoglobin"," hemoglobin"," IMPC_HEM_003_001"
37421," Hemolysis status"," hemolysis_status"," IMPC_CBC_048_001"
44543," Hemorrhage"," hemorrhage"," IMPC_GEO_009_002"
71975," Heterozygous animals viability"," Outcome of viability assessment for heterozygous animals"," IMPC_VIA_066_001"
41937," Hindbrain"," hindbrain"," IMPC_GEL_030_001"
42954," Hindbrain development"," hindbrain_development"," IMPC_GEM_039_001"
27625," Hindlimb"," hind_limb"," IMPC_ALZ_058_001"
38176," Hindlimb digit - number"," hindlimb_digit_number"," IMPC_CSD_045_002"
38178," Hindlimb digit - shape"," hindlimb_digit_shape"," IMPC_CSD_049_002"
38138," Hindlimb digit - size"," hindlimb_digit_size"," IMPC_CSD_047_001"
38181," Hindlimb nail - length"," hindlimb_nail_length"," IMPC_CSD_053_002"
38180," Hindlimb nail - number"," hindlimb_nail_number"," IMPC_CSD_051_002"
38184," Hindlimb nail - shape"," hindlimb_nail_shape"," IMPC_CSD_055_002"
38118," Hindlimbs - position"," hindlimbs_position"," IMPC_CSD_020_001"
38119," Hindlimbs - shape"," hindlimbs_shape"," IMPC_CSD_021_001"
38120," Hindlimbs - size"," hindlimbs_size"," IMPC_CSD_022_001"
38174," Hindpaw - shape"," hindpaw_shape"," IMPC_CSD_043_002"
38172," Hindpaw - size"," hindpaw_size"," IMPC_CSD_041_002"
27602," Hippocampus"," hippocampus"," IMPC_ALZ_035_001"
44552," Holoprosencephaly"," holoprosencephaly"," IMPC_GEO_042_002"
44514," Homeostasis/metabolism"," homeostasis_metabolism"," IMPC_GEO_024_001"
71976," Homozygous animals viability"," Outcome of viability assessment for homozygous animals"," IMPC_VIA_067_001"
71973," Homozygous females viability"," Outcome of viability assessment for homozygous females"," IMPC_VIA_064_001"
71972," Homozygous males viability"," Outcome of viability assessment for homozygous males"," IMPC_VIA_063_001"
52096," Horizontal activity"," horizontal_activity"," IMPC_LDT_013_001"
89686," Housing - IVC ventilation"," housing_ivc_ventilation"," IMPC_HOU_019_001"
89694," Housing - Racking system manufacturer"," housing_rack_system_manufacturer"," IMPC_HOU_075_001"
89687," Housing - air changes per hour in the IVC unit (range)"," housing_ivc_ventilation_managed"," IMPC_HOU_071_001"
33552," Housing - air changes per hour in the IVC unit - Maximum"," housing_air_changes_per_hour_in_the_ivc_unit_maximum"," IMPC_HOU_021_001"
33551," Housing - air changes per hour in the IVC unit - Minimum"," housing_air_changes_per_hour_in_the_ivc_unit_minimum"," IMPC_HOU_020_001"
33553," Housing - air changes per hour in the IVC unit - Units"," housing_air_changes_per_hour_in_the_ivc_unit_units"," IMPC_HOU_022_001"
89685," Housing - air changes per hour in the room (range)"," housing_air_changes_per_hour_in_the_room_range"," IMPC_HOU_070_001"
33548," Housing - air changes per hour in the room - Maximum"," housing_air_changes_per_hour_in_the_room_maximum"," IMPC_HOU_017_001"
33547," Housing - air changes per hour in the room - Minimum"," housing_air_changes_per_hour_in_the_room_minimum"," IMPC_HOU_016_001"
33549," Housing - air changes per hour in the room - Units"," housing_air_changes_per_hour_in_the_room_units"," IMPC_HOU_018_001"
89696," Housing - animals per cage - Female maximum"," housing_female_animals_per_cage_max"," IMPC_HOU_077_001"
89697," Housing - animals per cage - Female minimum"," housing_female_animals_per_cage_min"," IMPC_HOU_078_001"
89698," Housing - animals per cage - Male maximum"," housing_male_animals_per_cage_max"," IMPC_HOU_079_001"
89699," Housing - animals per cage - Male minimum"," housing_male_animals_per_cage_min"," IMPC_HOU_080_001"
33565," Housing - animals per cage - Maximum"," housing_animals_per_cage_maximum"," IMPC_HOU_034_001"
33564," Housing - animals per cage - Minimum"," housing_animals_per_cage_minimum"," IMPC_HOU_033_001"
89701," Housing - bedding pre-treatment"," housing_bedding_pre_treatment"," IMPC_HOU_036_001"
89700," Housing - bedding type"," housing_bedding_type"," IMPC_HOU_035_002"
89695," Housing - cage dimensions (L x W x H in mm) "," housing_cage_dimensions_lxwxh"," IMPC_HOU_076_001"
33561," Housing - cage dimensions - Height"," housing_cage_dimensions_height"," IMPC_HOU_030_001"
33562," Housing - cage dimensions - Length"," housing_cage_dimensions_length"," IMPC_HOU_031_001"
33563," Housing - cage dimensions - Width"," housing_cage_dimensions_width"," IMPC_HOU_032_001"
89702," Housing - cage enrichment"," housing_cage_enrichment"," IMPC_HOU_037_002"
89692," Housing - cage manufacturer"," housing_cage_manufacturer"," IMPC_HOU_073_001"
33560," Housing - cage manufacturer and racking system"," housing_cage_manufacturer_and_racking_system"," IMPC_HOU_029_001"
89693," Housing - cage model"," housing_cage_model"," IMPC_HOU_074_001"
33555," Housing - can you quantify the light intensity range experienced"," housing_can_you_quantify_the_light_intensity_range_experienced"," IMPC_HOU_024_001"
89705," Housing - frequency of animal welfare assessments"," housing_frequency_of_animal_welfare_assessments"," IMPC_HOU_081_001"
89703," Housing - frequency of cage cleaning"," housing_frequency_of_cage_cleaning"," IMPC_HOU_038_001"
33570," Housing - frequency of handling"," housing_frequency_of_handling"," IMPC_HOU_039_001"
89704," Housing - frequency of handling (excluding phenotyping)"," housing_frequency_of_handling"," IMPC_HOU_039_002"
89689," Housing - light intensity (range)"," housing_light_intensity_range"," IMPC_HOU_072_001"
33557," Housing - light intensity range - Maximum"," housing_light_intensity_range_maximum"," IMPC_HOU_026_001"
33556," Housing - light intensity range - Minimum"," housing_light_intensity_range_minimum"," IMPC_HOU_025_001"
89688," Housing - light source"," housing_light_source"," IMPC_HOU_023_001"
89683," Housing - relative humidity range "," housing_relative_humidity_range"," IMPC_HOU_069_001"
33545," Housing - relative humidity range - Maximum"," housing_relative_humidity_range_maximum"," IMPC_HOU_014_001"
33544," Housing - relative humidity range - Minimum"," housing_relative_humidity_range_minimum"," IMPC_HOU_013_001"
89682," Housing - relative humidity regulated"," housing_relative_humidity_regulated"," IMPC_HOU_012_001"
89681," Housing - temperature range"," housing_temperature_range"," IMPC_HOU_068_001"
33542," Housing - temperature range - Maximum"," housing_temperature_range_maximum"," IMPC_HOU_011_001"
33541," Housing - temperature range - Minimum"," housing_temperature_range_minimum"," IMPC_HOU_010_001"
89680," Housing - temperature regulated"," housing_temperature_regulated"," IMPC_HOU_009_001"
89691," Housing - time lights switched off"," housing_time_lights_switched_off"," IMPC_HOU_028_001"
89690," Housing - time lights switched on"," housing_time_lights_switched_on"," IMPC_HOU_027_001"
89684," Housing - ventilation managed"," housing_ventilation_managed"," IMPC_HOU_015_001"
19256," Humerus"," humerus"," IMPC_XRY_021_001"
44547," Hydrops fetalis (fetal adema)"," hydrops_fetalis_fetal_adema"," IMPC_GEO_025_002"
27603," Hypothalamus"," hypothalamus"," IMPC_ALZ_036_001"
29789," ID for blood collection SOP"," id_for_blood_collection_sop"," IMPC_HEM_020_001"
36978," ID for sample banking protocol"," ID for center-specific cassette processing protocol"," IMPC_PAT_031_002"
37419," ID of blood collection SOP"," id_of_blood_collection_sop"," IMPC_CBC_045_001"
27614," Ileum"," ileum"," IMPC_ALZ_047_001"
27656," Illumination source manufacturer"," illumination_source_manufacturer"," IMPC_ALZ_089_001"
27657," Illumination source model"," illumination_source_model"," IMPC_ALZ_090_001"
44531," Images"," images"," IMPC_GEO_050_001"
17743," In-chamber adapt time"," in_chamber_adapt_time"," IMPC_ACS_023_001"
41919," Incomplete embryo turning"," incomplete_embryo_turning"," IMPC_GEL_012_001"
30965," Infrared beam setting on X axis"," Orizontal activity: locomotion N beams with L cm spacing H cm above platform","IMPC_CAL_031_001"
30966," Infrared beam setting on Y axis"," Orizontal activity: locomotion N beams with L cm spacing H cm above platform"," IMPC_CAL_032_001"
30967," Infrared beam setting on Z axis"," Vertical activity: rearing/jumping N beams with L cm spacing H cm above platform."," IMPC_CAL_033_001"
30962," Inner dimension of cage"," (L cm) x  (W cm) x  (H cm)"," IMPC_CAL_028_001"
90945," Instrumentation bias management"," instrumentation_bias_management"," IMPC_EXD_128_001"
39040," Instrumentation effects - ABR"," instrumentation_effects_abr"," IMPC_EXD_053_001"
39037," Instrumentation effects - Acoustic startle"," instrumentation_effects_acoustic_startle"," IMPC_EXD_050_001"
39054," Instrumentation effects - Adult Lac Z"," instrumentation_effects_adult_lac_z"," IMPC_EXD_067_001"
39034," Instrumentation effects - Body weight"," instrumentation_effects_body_weight"," IMPC_EXD_047_001"
39038," Instrumentation effects - Calorimetry"," instrumentation_effects_calorimetry"," IMPC_EXD_051_001"
39045," Instrumentation effects - Clinical chemistry"," instrumentation_effects_clinical_chemistry"," IMPC_EXD_058_001"
39041," Instrumentation effects - DEXA"," instrumentation_effects_dexa"," IMPC_EXD_054_001"
39048," Instrumentation effects - ECG"," instrumentation_effects_ecg"," IMPC_EXD_061_001"
39049," Instrumentation effects - Echo"," instrumentation_effects_echo"," IMPC_EXD_062_001"
39053," Instrumentation effects - Embryo Lac Z"," instrumentation_effects_embryo_lac_z"," IMPC_EXD_066_001"
39036," Instrumentation effects - Grip strength"," instrumentation_effects_grip_strength"," IMPC_EXD_049_001"
39051," Instrumentation effects - Gross pathology"," instrumentation_effects_gross_pathology"," IMPC_EXD_064_001"
39035," Instrumentation effects - Heart weight"," instrumentation_effects_heart_weight"," IMPC_EXD_048_001"
39044," Instrumentation effects - Hematology"," instrumentation_effects_hematology"," IMPC_EXD_057_001"
39039," Instrumentation effects - IPGTT"," instrumentation_effects_ipgtt"," IMPC_EXD_052_001"
39046," Instrumentation effects - Immunophenotyping"," instrumentation_effects_immunophenotyping"," IMPC_EXD_059_001"
39052," Instrumentation effects - Insulin"," instrumentation_effects_insulin"," IMPC_EXD_065_001"
39047," Instrumentation effects - Open field"," instrumentation_effects_open_field"," IMPC_EXD_060_001"
39043," Instrumentation effects - Ophthalmoscope"," instrumentation_effects_ophthalmoscope"," IMPC_EXD_056_001"
39050," Instrumentation effects - Plethysmography"," instrumentation_effects_plethysmography"," IMPC_EXD_063_001"
39042," Instrumentation effects - Slit lamp"," instrumentation_effects_slit_lamp"," IMPC_EXD_055_001"
39055," Instrumentation effects - X-ray"," instrumentation_effects_x_ray"," IMPC_EXD_068_001"
37882," Insulin"," insulin"," IMPC_INS_001_001"
44515," Integument"," integument"," IMPC_GEO_027_001"
17741," Inter-trial interval"," inter_trial_interval"," IMPC_ACS_021_001"
46594," Iris Pigmentation"," iris_pigmentation"," IMPC_EYE_015_001"
46589," Iris/Pupil"," iris_pupil"," IMPC_EYE_010_001"
37388," Iron"," iron"," IMPC_CBC_011_001"
27615," Jejunum"," jejunum"," IMPC_ALZ_048_001"
19262," Joints"," joints"," IMPC_XRY_027_001"
27573," Kidney"," kidney"," IMPC_ALZ_006_001"
37885," Kit lot number"," kit_lot_number"," IMPC_INS_004_001"
37884," Kit manufacturer"," kit_manufacturer"," IMPC_INS_003_001"
91309," Knockout animal production location"," knockout_animal_production_location"," IMPC_EXD_134_001"
39002," Knockout batch strategy"," knockout_batch_strategy"," IMPC_EXD_015_001"
91312," Knockout phenotyping design"," knockout_phenotyping_design"," IMPC_EXD_015_001"
37402," LDL-cholesterol"," ldl_cholesterol"," IMPC_CBC_025_001"
29815," LIH (Hemolysis Severity - available on AU analysers)"," Copied from the same parameter in Clinical Blood Chemistry as the same blood samples are used for both procedures and the level of hemolysis has an effect on the results of hematology as well as CBC"," IMPC_HEM_043_001"
37396," LIH (Hemolysis Severity - available on AU analysers)"," lih_hemolysis_severity_available_on_au_analysers_"," IMPC_CBC_019_001"
27642," LacZ Images Section"," lacz_images_section"," IMPC_ALZ_075_001"
27643," LacZ Images Wholemount"," lacz_images_wholemount"," IMPC_ALZ_076_001"
37399," Lactate dehydrogenase"," lactate_dehydrogenase"," IMPC_CBC_022_001"
27585," Large Intestine"," large_intestine"," IMPC_ALZ_018_001"
29811," Large Unstained Cell (LUC) count"," A white blood cell (WBC) count measures the number of white blood cells in your blood. A WBC differential determines the percentage of each type of white blood cell present in your blood. A differential can also detect immature white blood cells or any abnormalities both of which are signs of a potential problem."," IMPC_HEM_039_001"
36950," Large intestine"," large_intestine"," IMPC_PAT_014_002"
16397," Latency to center entry"," latency_to_center_entry"," IMPC_OFD_018_001"
52089," Latency to first transition into dark"," latency_to_first_transition_into_dark"," IMPC_LDT_006_001"
52053," Latency to leave start arm"," latency_to_leave_start_arm"," IMPC_YMZ_001_001"
18990," Lean mass"," lean_mass"," IMPC_DXA_003_001"
18995," Lean/Body weight"," lean_body_weight"," IMPC_DXA_008_001"
22680," Left Adrenal gland"," left_adrenal_gland"," IMPC_BLK_029_001"
22678," Left Kidney"," left_kidney"," IMPC_BLK_027_001"
47815," Left kidney weight"," left_kidney_weight"," IMPC_OWT_003_001"
47821," Left kidney weight to body weight ratio"," left_kidney_weight_to_body_weight_ratio"," IMPC_OWT_009_001"
73978," Left lung weight"," left_lung_weight"," IMPC_OWT_025_001"
73983," Left lung weight to body weight ratio"," left_lung_weight_to_body_weight_ratio"," IMPC_OWT_030_001"
73974," Left testis weight"," left_testis_weight"," IMPC_OWT_021_001"
73979," Left testis weight to body weight ratio"," left_testis_weight_to_body_weight_ratio"," IMPC_OWT_026_001"
41928," Left-right axis patterning"," left_right_axis_patterning"," IMPC_GEL_021_001"
46595," Lens"," lens"," IMPC_EYE_016_001"
46596," Lens Opacity"," lens_opacity"," IMPC_EYE_017_001"
16432," Light beam barrier height (Z axis)"," height of the Z axis light beam used to determine when mouse is rearing"," IMPC_OFD_049_001"
16406," Light intensity in the centre of the arena"," light_intensity_in_the_centre_of_the_arena"," IMPC_OFD_027_001"
52065," Light level"," light_level"," IMPC_YMZ_013_001"
52100," Light level dark chamber"," light_level_dark_chamber"," IMPC_LDT_017_001"
17732," Light level in chamber"," light_level_in_chamber"," IMPC_ACS_011_001"
52099," Light level light chamber"," light_level_light_chamber"," IMPC_LDT_016_001"
52093," Light side distance travelled"," light_side_distance_travelled"," IMPC_LDT_010_001"
52085," Light side time spent"," light_side_time_spent"," IMPC_LDT_002_001"
